id,Tweet,Label_EIII_v2,Stance_EIII_v2,NNAgainst,NNFavor,NNPred
1343342329424474113,"Don't let the awful title* stop you from reading this piece about our path forward: building systems grounded in facts that actually care for all of us. *Feminism hasn't failed women. White, (neo)liberal, meritocratic, cis feminism has failed us all. URL",0,Uknown,0.74750787,0.25249213,0
1343342256128811008,feminism and women empowerment daw dito sa twitter tapos irl you bring down and slut shame other girls. like girl? practice what you preach. di nakakacool yun.,0,Uknown,0.719038,0.28096196,0
1343342171399852033,"USER Yes they did! Fairy tales and Disney. Liberals running schools. Teaching misogyny, feminism and toxic masculinity. #SaveOurChildren Remove them from public education now!",0,Uknown,0.96860224,0.031397697,-1
1343341958689910785,"People are out here talking about ""cishet"" this and that then going on to dance on the edge of just doing sex class feminism that is indistinguishable from TERF shit",0,Uknown,0.47673818,0.5232617,0
1343341957221781504,USER USER Yeah I couldn’t get behind the radical feminism,0,Uknown,0.86613524,0.13386482,-1
1343341818948313090,"USER USER Does that all mean that she IS dressing for other people? I thought it was an article of faith for feminism that women dressed for themselves and for no-one else? Plus, “Fashion, for me, has always been about the experience of moving through the world in clothes"" is a real WTF.",0,Uknown,0.7996106,0.20038936,0
1343341648982503430,USER USER USER They as in feminism? LGBT? Jews? Atheists? Punks?,0,Uknown,0.81183505,0.18816495,-1
1343341494086856709,it is my 21st birthday. I will single handedly tackle feminism tonight at Dave and Buster's in Sugar Loaf Mills at approximately 8:00 PM ET.,0,Uknown,0.18280214,0.81719786,1
1343341286615486464,the other night i asked my friend to spit in my mouth and call me a whore and he did and after he was like “i’m sorry women! i’m sorry feminism!” LMAOOOO,0,Uknown,0.12841076,0.87158924,1
1343340961439625216,Men are so feminist especially when they don’t leave a woman alone after she asks several times. This is the real feminism. Inserting yourself everywhere women don’t want you.,0,Uknown,0.8671294,0.13287064,-1
1343340953386577920,"i guess that's it for now. i mean i might return to this thread in a bit but like...at this point...what else is there to say? this movie tries to spew out LOVE CAN SAVE THE WORLD and GIRL POWER, but it is a shallow, hollow attempt at feminism. as a queer woman of colour",0,Uknown,0.4439337,0.55606633,0
1343340720573317120,USER Unfortunately this is not the majority opinion in the U.S. feminism is rampant and most women like men to submit.,0,Uknown,0.79661655,0.20338346,0
1343340662792605696,USER This isn't it. Not all females are feminist and not all feminist are bitter. Ya'al need to understand what feminism is about first.,0,Uknown,0.930706,0.069294,-1
1343340550288773121,"USER Oh we love to center men and their feelings of entitlement don’t we girls? Yay feminism, let’s allow this shit until it breaks up another organization because your perverts started perverting in left orgs",0,Uknown,0.73916787,0.26083204,0
1343340435633266689,we hate man but we stan squeezie and that’s true feminism,0,Uknown,0.61261463,0.38738537,0
1343340197933690880,"USER ‘Feminism, Suffragettes’ ‘The Voiceless’ final on the cards.",0,Uknown,0.91915685,0.080843076,-1
1343340114978762752,"He has a daughter graduating high school with high marks, she wants to be a doctor, her father only agrees on her studying Quran, and she has no other choice. How can you change a man like that if it’s not with extreme feminism? It simply cannot be done otherwise",0,Uknown,0.38078088,0.6192191,0
1343340111900139520,"Extreme feminism is the only way most parts of the middle east can have a positive change, I’m not usually supportive for anything that’s on the extremist side, but how else can you convince generations and generations of highly religious, violent, extremely male-dominanted...",0,Uknown,0.56476516,0.4352349,0
1343340062176514048,USER Too much feminism and sjw feels. Prefer #1 and more Gal Gadot.,0,Uknown,0.99113184,0.008868093,-1
1343340033491668994,See this Instagram video by USER.inc URL,0,Uknown,0.09647324,0.9035267,1
1343339909688520710," Chinese one-child policy + the FACT that women and girls are ""less important"" than men &amp; boys = mass murder of female children. No, we're not beyond feminism, or beyond sex itself, you violent morons. ttps://www.facebook.com/1656728144560963/posts/2949983588568739/",0,Uknown,0.34027478,0.6597252,0
1343339887064440832,USER one of the many sacrifices i;ve made for feminism,0,Uknown,0.9175015,0.082498506,-1
1343339878277394432,"30 years ago! and TERFs act like the ground of feminism is just now shifting under their (frail, feminine) feet.",0,Uknown,0.7122257,0.28777432,0
1343339846849458181,"#BLM is: Fascism, Marxism, Racism, Xenophobia, Toxic Feminism, TIME TO CHALLENGE THIS HITLER DOCTRINE! AND CRT! USER USER USER USER USER USER",0,Uknown,0.8690953,0.13090464,-1
1343339678372515841,modern feminism hasn’t improved anything women Brutal in the Bedroom - Persuasion URL,0,Uknown,0.5869819,0.4130181,0
1343339372767289344,"USER USER USER USER USER USER USER USER USER It’s considered third wave feminism. And in addition to the areas you’ve mentioned it also includes *gender*, and from there areas such as femininity and masculinity.",0,Uknown,0.8632688,0.13673125,-1
1343338915843993601,this doesn’t apply to normal gg stans and my favourite gg stan (cris)! ur all lovely ppl. but USER the edgy ones who bully ppl off this app and act like it’s feminism to send men d3ath threats/talk shit about every man who has ever existed.. good luck to you!,0,Uknown,0.5960526,0.40394744,0
1343338857924861953,Feminism Requires More than Identity URL,0,Uknown,0.7527897,0.24721026,0
1343338758721171467,Today my #Madrassa students studied about #Feminism They observed that almost all #Feminists make (failed) attempts to look like . Summary: #Feminists are like our #Prophet. Our #Prophet tried a lot to look like a #PerfectHuman and #Feminists try a lot to look like .,0,Uknown,0.7709674,0.22903258,0
1343338708129427457,being a gg stan is not feminism idc,0,Uknown,0.46997586,0.5300241,0
1343338375709917184,Sex trafficking is a real problem for all people. Racism is not rampant. Social justice doesn’t work. Feminism is anti male. The nuclear family is under attack. Taxes are a lie. The government screws you &amp; pats you on the head while it does.,0,Uknown,0.93935347,0.060646456,-1
1343338235116875784,"USER USER USER I’m saying “your feminism” because she’s using it as a way to defend a woman who was very clearly in the wrong in this situation. Also, if you’re going to reply, at least tag me.",0,Uknown,0.6048802,0.39511982,0
1343338150777810952,"USER Maybe feminism back in the 20s, but we have evolved and build upon what came before. Our understanding of gender has evolved.",0,Uknown,0.95761544,0.042384498,-1
1343338076890914816,"USER i get feminism m and i would consider myself one but as long as men understand the equality and how to treat woman, i don’t see a problem with them? u should never hate yourself because you respect it and understand the importance, idk if i’m making sense or sounding offensive?",0,Uknown,0.8094582,0.19054179,-1
1343337784401162242,"USER How has 100m made it this far? It was clearly a mistake After the devastating lots of £34 cough, I'm putting everything behind feminism. Make daddy proud",0,Uknown,0.71185356,0.28814638,0
1343337733335506944,"the concept of equality in racism and feminism doesnt really sit right with me cuz you cant just slap someone in the face and say ""were equal now"" you gotta slap them back first before theres actual equality",0,Uknown,0.34832317,0.65167683,0
1343337392111984643,USER It seems like capitalism piggy backed onto feminism to talk down the value of SAHM’s &amp; to disown &amp; leave them behind. Giving our kids the gift of time is so undervalued. Being a Mum &amp;/or primary caregiver is a privilege.,0,Uknown,0.871943,0.12805703,-1
1343337351037202432,"USER If a bio male says he feels like a lady and therefor female then you are erasing biological sex, erasing biological sex based oppression, erasing what feminism has fought for.",0,Uknown,0.97985256,0.020147413,-1
1343337294221225986,"""A feminism grounded in solidarity as opposed to 'success' ... would need to [be] buttressed by progressive policies like health care for all, paid leave for anyone caring for a baby and a universal basic income for anyone raising children in the home."" URL",0,Uknown,0.17242315,0.8275769,1
1343337242291482628,"I am currently enjoying a cider and a cigar. when I’m finished, I will repent for doing a feminism AND a CRT.",0,Uknown,0.27585834,0.72414166,1
1343337122208641024,""" [Feminism] is about a socialist, anti-family political movement that encourages women to leave their husbands, kill their children, practice witchcraft, destroy capitalism and become lesbians."" -Pat Robinson Honestly, this just makes feminism seem even more exciting",0,Uknown,0.9261274,0.07387263,-1
1343337120077758464,Also White feminism’s fondness with having a seat at the white patriarchal table which means performing for their gaze while negating the true duty of feminism which is to cater for ALL marginalized groups and and. There’s more but read it with your yt families and friends too!,0,Uknown,0.64642596,0.353574,0
1343337115627577344,"The evils of Britain &amp; it’s unapologetic fight to gatekeep yt supremacy, patriarchy + all the systems that perpetuate it. She explores the harms of white feminism; it’s self-serving element. URL",0,Uknown,0.43750438,0.56249565,0
1343336773691330562,"USER USER USER More projection. I would say to feminism, why do you insist men were prilvedlged, women were oppressed. And deny that women were also privelged (MAJOR sin in feminsim) and that men were oppressed EQUALLY but differently, and in many ways far more",0,Uknown,0.46693823,0.5330618,0
1343336754724659200,feminism is inalienable love is american,0,Uknown,0.87425923,0.1257408,-1
1343336581235675137,"''believes in false feminism, that woman are superior to men'' but....women are superior to cis white men, bruna. take a GRIP. URL",0,Uknown,0.86994183,0.13005814,-1
1343336570796048388,"USER USER She sexualizes capitalism and leadership, its utterly dumb and comes from the worst of bourgeois propaganda nowadays:",0,Uknown,0.986528,0.013472072,-1
1343336408736555009,"USER No, special interest groups should not be trying to distort the scientific method, but there's nothing wrong with using science in the service of feminism or civil rights. It's necessary in fact. It's important to make the distinction between the two.",0,Uknown,0.7037714,0.29622865,0
1343336376184537088,i hate w*men i shall obey my master jack fuck feminism degrade me i will cook u a sandwich,0,Uknown,0.8659121,0.1340879,-1
1343336221116796928,"Also not caring for the Wonder Woman movie doesn't automatically make someone anti-feminism or anti-woman. Again, knock it off.",0,Uknown,0.5048729,0.49512714,0
1343336161629130752,USER Well no wonder WB wants this. the person in charge is a woman and she wants more feminism like patty jenkins in DC movies. She will be the down fall of DC book it!,0,Uknown,0.38918117,0.61081886,0
1343336144369553408,Indigenous feminism is one of the 141 Cadastral divisions of New South Wales.,0,Uknown,0.9384887,0.06151127,-1
1343335947585335296,"This rhetoric is happening across various platforms as well, and I just think it’s a complete mockery to align criminal behavior with feminism, which is a much needed movement. You’re still being controlled and don’t even realize it. URL",0,Uknown,0.76077545,0.23922463,0
1343335889808846849,"USER USER USER You've drank the koolaid you're a good cult member. And no feminism CREATES, REINFORCES, and even PUTS INTO LAW to ENTRENCH gender roles: URL",0,Uknown,0.6663655,0.3336345,0
1343335422815043584,"USER Ironically you are the woman hater as a feminist. No I am a woman and I am free. As a non feminist, who left the cult of feminism, the world is my oyster and what I make of it. Do YOURSELF a favour and watch the videos for YOU. Block me I dont care. But do it for YOU",0,Uknown,0.4794579,0.520542,0
1343335398609539072,"USER ""feminism"" ""profiles in courage""&gt; you too can find a man&gt;",0,Uknown,0.9787145,0.021285443,-1
1343335283677229056,"USER Having Maxwell Lord be a mastermind/manipulator who plays Diana and Barbara against each other would have been a great way to address 1980s next-wave feminism vs. conservative politics, too.",0,Uknown,0.9546333,0.045366704,-1
1343335282884694022,Cars 3 created feminism as we know it today,0,Uknown,0.74707025,0.25292978,0
1343335249267200000,"USER USER USER That is ridiculous, Feminism tells women they can do what ever they want, and helps them to break away from gender roles.",0,Uknown,0.9547875,0.04521255,-1
1343335098930880515,USER USER USER USER tf does his genes and personality have to do with him wanting a less forced-feminism,0,Uknown,0.9067922,0.093207784,-1
1343334762572894209,USER A lot of the bad reviews I’ve read about 84 kept bringing up feminism. Not even taking into consideration that it’s a fucking Wonder Woman film.,0,Uknown,0.9416807,0.05831928,-1
1343334643286700032,"USER It can be hard to convey sentiment on the Net, and I could be accused of sexism or anti-feminism, or trying to diminish women. But ""you're gorgeous, why would you need to grow up"" was my reaction, and it is not offered to diminish - you're just beautiful..",0,Uknown,0.8347779,0.16522205,-1
1343334543672143872,jack&gt;&gt;&gt;&gt;&gt; feminism,0,Uknown,0.76319873,0.23680127,0
1343334398607978498,"USER USER USER USER USER USER USER USER USER You actually typed out that feminism — the school of philosophy, jurisprudence and political theory that advocates for women and girls who are discriminated against on the basis of their sex — should include “gender” — what a twit",0,Uknown,0.7807464,0.21925363,0
1343334374008365056,yes feminism in its most basic form youre so SEXY (one of the best kpop songs evin r ) URL,0,Uknown,0.86611074,0.13388923,-1
1343334315204206594,"USER USER USER And yes men were property too! And buy a much higher power, and men were objects too, much worse objects than what women were. I'll let you think about that and how.... use you critical thinking skills instead of feminism doing the thinking for you.... you're so close",0,Uknown,0.5058528,0.49414724,0
1343334177215836160,USER My sister got me h to the Bromance Book Club series this year Can’t decide if I’d recommend it for diehard romance readers because it’s meta Or if I’d recommend it to newbies cuz it breaks down themes and has super explicit convos about feminism,0,Uknown,0.8456219,0.1543781,-1
1343334150221262849,"USER Feminism like in 90% of all our movies. From WW, U wanna learn how to fly? Dump your boyfriend. From KW, all men are pigs and women should be treated like elite women in the Victorian ages.",0,Uknown,0.603956,0.396044,0
1343334113999167491,USER Two strange things concurrently. Women are apparently the source of life and creation but yet Feminism actually creates nothing though it does give birth to a lot of discord.,0,Uknown,0.94593495,0.05406498,-1
1343334083447820288,USER USER USER No she argues women were oppressed... as were men.... the feminsit argument was women were orpessed BY men who were privileged.... a complete and utter lie... and narcism beyond belief (feminism is just a collective manifestation of toxic femininity),0,Uknown,0.9704331,0.029566916,-1
1343334048937209856,taking a break from feminism to enjoy paramore,0,Uknown,0.13930893,0.86069113,1
1343333889230708737,I miss when people didn’t know they can use feminism and violence against women for clout :),0,Uknown,0.63701785,0.36298218,0
1343333846876471298,Other idol groups: URL drug ohh okay 2.Promoting anorexia nervosa ohh okay 3.Submitting themselves into men’s type oh cool 4.Nude 5.Fake surgery ohh amazing Mamamoo: 1.Self love 2.Feminism 3.Healthy lifestyle Let’s boycott them.,0,Uknown,0.60314536,0.3968547,0
1343333821819867136,"This! I was born in 1972 and I can tell you I learned shit all about feminism, racism or sexism..... she is talking pure shite.",0,Uknown,0.76831794,0.2316821,0
1343333789225918471,"USER Over a 100 studies to show society is largely biased towards women and pervasive misogyny is a myth, yet nope, feminism doesnt do facts and data, a feminist wouldn't let you read this, WOMEN MUST BE OPRESSED, SOCIETY IS MIOGYNYSTIC (a lie) URL",0,Uknown,0.7509381,0.24906184,0
1343333767893688322,Why does Google tokenize queer people of color by facilitating white feminism,0,Uknown,0.5971497,0.40285024,0
1343333717993869312,Hi I'm feminism,0,Uknown,0.49743167,0.50256836,0
1343333688218681344,"USER USER USER USER USER USER USER USER USER Intersectional feminism is a way of looking at other issues, poverty, race, etc, that intersect with sex discrimination. It isn’t a school of feminism. Are you ignorant or being deliberately obtuse. And being a male , obvs, isn’t an issue that affects sex discrimination.",0,Uknown,0.9645239,0.03547615,-1
1343333266854719489,"I like Austrian economics, mutual aid, prison abolition, open borders, free markets, trans liberation, intersectional feminism, and anti-imperialism.",0,Uknown,0.77275795,0.22724208,0
1343333263058870283,You can provide the most logical argument with good points and evidence to back it up but people will be more focused on the fact that you’re either a radfem or someone who believes in radical feminism,0,Uknown,0.7769265,0.2230735,0
1343332919608299525,"USER USER If you don’t want me to respond, don’t come into my mentions and spit transphobic nonsense while you claim I can’t be trusted on feminism. Bigots and liars tweet trash into my timeline at their own risk.",0,Uknown,0.9627827,0.037217367,-1
1343332873730809856,"USER I'm enjoying an online book club with USER. Our January book is ""Hood Feminism: Notes from the Women That a Movement Forgot"" by USER.",0,Uknown,0.49067616,0.50932384,0
1343332845914386433,USER USER USER Maya is clearly intelligent enough to be successful enough in any career she puts her mind to. CDG aren’t known for hiring Dummies. And she can choose not to work at all. Because feminism is about choice.,0,Uknown,0.9476047,0.0523953,-1
1343332825072889856,"and they're gonna take our ""taking a break from feminism"" ""women belong to the kitchen"" kind of jokes out of context knowing damn well we're aware they're being stupid on purpose just to kill our joy smh",0,Uknown,0.7481304,0.25186956,0
1343332384444473345,One of the problems with #feminism is the name itself: it suggests female empowerment instead of #equity. URL,0,Uknown,0.576884,0.423116,0
1343332285228072960,the raging anger of the people (men) in the qrts of this extremely mild take should tell you how separated the left is from proper feminism,0,Uknown,0.42732772,0.5726723,0
1343332161282314240,"USER USER USER USER USER Trust me, it's not only in Nigeria. Pple all over the world are disagreeing with Modern Feminism. Shit is a cancer",0,Uknown,0.9101749,0.08982512,-1
1343332110476726275,USER USER USER If feminism includes men then it isn't feminism,0,Uknown,0.98959994,0.010400056,-1
1343332087923834881,"USER men also get raped? Uh? Don't you see that. If you are talking about rape, molestation then consider adding men also because both of them are get haressed. If we are talking about rape, molestation then that's called exploitation of power that has nothing to with feminism. GTG",0,Uknown,0.9215795,0.07842054,-1
1343332077379399683,USER They are entertaining but the Feminism agenda was pretty obvious.,0,Uknown,0.99291116,0.0070888866,-1
1343331855974612992,USER My answer - feminism,0,Uknown,0.8987288,0.10127121,-1
1343331663611219969,USER Did we have any BIMPOC in the writer's room at all? Because this reeks of white feminism trompling all over the needs and concerns of marginalized races.,0,Uknown,0.9008104,0.09918951,-1
1343331649937936386,I need feminism because I'm still afraid to walk down the street alone,0,Uknown,0.23895799,0.76104206,1
1343331637115969538,USER USER USER Maybe rappers should stop using “bitch” in their songs. “Your Feminism” spoken like a true misogynist.,0,Uknown,0.96223426,0.037765726,-1
1343331575551946753,"Is shitting on feminism &amp; making light of serious issues like harassment, murders &amp; financial exclusion of women the new way to gain traction in Pk twitter? Which douchebag wrote the brief for it for troll bots bcos damn you to hell!",0,Uknown,0.8541924,0.1458077,-1
1343331333817458690,"Femonationalism: Race, Reproduction, and Right-Wing Feminism | BISR Online Courses | URL URL",0,Uknown,0.18133433,0.8186656,1
1343331333070872578,"USER USER USER USER USER USER USER USER USER You think this is just my take? It’s a fairly accepted, modern version of feminism. Google intersectionality.",0,Uknown,0.8919187,0.108081244,-1
1343330999804035072,"USER In my experience Tumblr was mostly just feminism, twitter touches on like everything",0,Uknown,0.8944386,0.10556137,-1
1343330980698972160,"USER USER USER It's feminism, they constantly use victimhood and different pity manipulation to have their way. They will always cry and scream patriarchy whenever they don't have what their want. So isn't that enough reason to hate them ? this is just few amongst many things to hate them for.",0,Uknown,0.99135005,0.008649891,-1
1343330943428386821,USER USER toxic feminism is the number one killer of masculinity everywhere.,0,Uknown,0.9971149,0.0028851468,-1
1343330937304711170,"""She sheds"" are liberal feminism embodied. ""We need a woman's version of a man cave!!!!"" I hate it so much",0,Uknown,0.72320414,0.27679583,0
1343330830752440321,USER Ako din! It turns out na sobrang dark and slightly feminism,0,Uknown,0.67092985,0.3290701,0
1343330829443989504,USER Feminism gymnastics is amazing!! Yes the people who invented fire therefore did this: URL,0,Uknown,0.86153185,0.13846816,-1
1343330827044704256,"USER Tell them that bikinis are oppressive, objectifying objects, forced upon women by the patriarchy....but they're also empowering....like burqas are empowering...Because Islam is very feminism",0,Uknown,0.99795073,0.0020492706,-1
1343330746577129472,it's funny how much meleis hate feminism when men do criminals 'oh it's individual problem' when women wanna fight for their rights suddenly it's kafir,0,Uknown,0.80504566,0.19495434,-1
1343330643435008000,"Grand Army on Netflix is a masterpiece. The show beautiful dealt with racism against black and brown folks, rape culture, feminism, LGBQT in immigrant families, allyship. They crafted beautifully and thoughtful stories around each characters.",0,Uknown,0.56334424,0.43665582,0
1343330566880583681,i hate to see women do the most self degrading shit under the name of feminism and “women empowerment” URL,0,Uknown,0.22221993,0.7777801,1
1343330444306247681,"USER USER USER USER USER USER USER USER USER Saying that feminism should include males is akin to telling BLM activists that all lives matter.... feminism centres females... if it attempted to centre men as well, it would centre no one... obviously...",0,Uknown,0.88317573,0.11682429,-1
1343330384017121280,practicing feminism while not being a feminist &gt;&gt;&gt;,0,Uknown,0.9284421,0.071557894,-1
1343330181868617729,"How to be an anti-Lena stan continued: 6. make up shit about Lena and defend real shit Mon-el did 7. write karamel endgame on all the official pages 8. be against feminism and women’s equality and openly believe misandry is a real thing, defend men like your life depends on it",0,Uknown,0.67159677,0.3284033,0
1343329824358748165,"USER USER Women need to protest and put an end to this insanity. Men cannot give birth or play in women's sport. Men stay out of women's bathrooms too! Women stand up, tell the feminists to F off for allowing this insanity in. Feminism doesnt represent women but liberal theology.",0,Uknown,0.8328601,0.16713989,-1
1343329762752786434,men using feminism as a free pass is so odd,0,Uknown,0.44386753,0.55613244,0
1343329462474178561,Good Lord why is it whenever a movie about women comes out we have to have the feminism debate again The only feminist thing that really stood out to me in WW84 was the catcalling stuff. Aside from that it's just Wonder Woman spending two hours obsessing over her dead bf,0,Uknown,0.7889384,0.21106158,0
1343329408006778881,Somebody just DMd that they’re so glad they didn’t have kids cuz their mother. Um OK. I’m glad she didn’t have kids either. We either require womxn to not procreate or to not ever speak truthfully of being a mother. Feminism sucks. URL,0,Uknown,0.3947935,0.60520643,0
1343329390088876038,USER imagine talking about feminism and then calling another woman isfebe URL,0,Uknown,0.485181,0.5148189,0
1343329362305835008,"USER USER USER USER USER USER USER USER USER It's feminism man. What you think it should or shouldn't be, is irrelevant. You're not a feminist. You dont decide, you don't get a vote. You are trespassing. I am offended and ashamed by your ignorance, mysoginy and narcissism. You dishonor all of us men. You're one of those URL",0,Uknown,0.87008035,0.12991968,-1
1343329193145344006,USER My American history class. 1970. My female teacher explaining feminism. Seriously? Do you want to sacrifice your sense of self so a guy can open doors for you? Still ringing in my ears today. No.,0,Uknown,0.94986504,0.05013496,-1
1343329181082509312,men who use feminism to get numbers on tweets don’t acc behave like that off twitter btw x,0,Uknown,0.5290148,0.47098523,0
1343329054074810371,Legit where’s the feminism emoji gone on the Apple keyboard??,0,Uknown,0.78643686,0.21356316,0
1343328979122614274,"""mainstream feminism teaches women that self-objectification is progressive, because it's profitable""",0,Uknown,0.9321201,0.067879885,-1
1343328838114279424,"She's two years older than me and she's talking utter bullshit. We barely even covered racism or feminism in Eng Lit, and we certainly didn't have PSHE lessons then. She's such a twat",0,Uknown,0.66844726,0.3315527,0
1343328824537341958,"USER And you wonder why people don’t support feminism.... Whose gonna impose these curfews may I ask, women? Like you could stop us",0,Uknown,0.9514909,0.04850912,-1
1343328696615251969,"USER USER USER Like i hav argues.. There is a thin line, which tend to be crossed quite easily... If they want more funding, then they up their game. That isnt feminism anymore, its jealousy.",0,Uknown,0.9564197,0.043580342,-1
1343328666982473736,kids on this app be tweeting they hate bts or whatever boygroup comes to their minds first and think ah yes.... enough feminism for the day,0,Uknown,0.7847742,0.21522585,0
1343328501785624576,"“The main difference between feminism and womanism is that feminism focuses on rights and opportunities for women, while womanism focuses on and fights against both sexism and racism”",0,Uknown,0.7815196,0.21848036,0
1343328207731245056,LUKE IS SO FUCKING HOTTT GOD I LOVE MEN I AM A MENINIST I BELIEVE IN MALE SUPREMACY FEMINISM IS A HOAX I WAS BORN TO SERVE MEN AND CATER TO HIS EVERY NEED DAILY,0,Uknown,0.03427976,0.96572024,1
1343327924896862216,USER USER USER Your feminism isn’t real if it includes men,0,Uknown,0.9636501,0.036349934,-1
