id,Tweet,Label_EI,Stance_EI,Label_EII,Stance_EII,Label_EIII,Stance_EIII,Label_EIII_v2,Stance_EIII_v2,Date
1167427062706999296,"justin trudeau, primer ministro de canadá insiste en que el #aborto es un ""derecho humano fundamental"". 

una total desvergüenza intelectual, no sólo promueve la muerte de seres humanos en gestación, sino que usa el discurso político a fin de instaurar el negocio abortista.",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1167507845383884801,"""el #aborto es un crimen, no caigas en la trampa"". 
di: #sialavida https://t.co/xtfs3io5bf",-1,Against,-1,Against,0,Against,0,Uknown,
1168111240293564417,"#comprarcytotec🔛 whatsapp (11) 96851-6806📲

#abortocomcytotec #cytotecsãopaulo #vendadecitotec #comocompracytotec #cytotecaprontaentrega #abortolegal #pfizer #ondeencontarcytotec #comprarcytotec #cytotecoriginal #citotec #abortivos #aborto #cytotecbrasilia #cytotecemmãos #natal https://t.co/5m1t8npsgy",0,Uknown,1,Favor,1,Favor,0,Uknown,
1168277616043970567,"la líder provida @lilagracerose, fundadora y presidenta de@liveaction, denunció que @facebook censuró una publicación suya solo porque dijo que el #aborto no es nunca médicamente necesario https://t.co/ohv4i2xbb6",0,Uknown,1,Favor,0,Favor,0,Uknown,
1168468875387842562,"no son los congresistas, ellos han enviado tres veces un codigo sin despenalizar #aborto y el poder ejecutivo, una vez @leonel_al_poder y dos @danilomedina devuelven...es sencillo @danilomedina retire las observaciones y promulgue
#pluisrosario https://t.co/r8l1d2fzx5",0,Uknown,1,Favor,0,Favor,0,Uknown,
1168575014423056384,las causas del #aborto en todos lados es lo mismo 95% son criminales por irresponsables y comodinas https://t.co/yfs4y2n9oc,0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1168632313179230216,la sangre sobre sus cabezas. el @minsa_peru elimina la vida de los niños por negligencia (falta de incubadoras teniendo presupuesto) y también las elimina por ideología (impulsando el mal llamado #aborto terapéutico y negando el efecto abortivo de la píldora del día siguiente),0,Uknown,-1,Against,0,Against,0,Uknown,
1168703505873461248,"comparto con #ustedes debate contra lucas blaset en instituto de la libertad.

1 - #tpp11: 
https://t.co/louuquu8uo

2 - #aborto | piñera en el #g7 y el amazonas:
https://t.co/ymtahhiltf

- personas tienen sexo y no ""género""
- aborto = asesinato
- onu = cloaca de neomarxistas",0,Uknown,1,Favor,0,Favor,0,Uknown,
1168907670289637376,"en #méxico somos de familia, las madres ocupamos el puesto más importante en una sociedad, somos formadoras de hombres y mujeres de bien, útiles para la sociedad #méxicoesprovida estamos hartos de violencia, estamos a tiempo de solucionarla, no más violencia!! no al #aborto https://t.co/dhcpf7lwrt",0,Uknown,1,Favor,0,Favor,0,Uknown,
1168930163662475264,▶️ desde la @asambleaecuador el legislador @etorrescobo dice que aprobar la reforma del #aborto sería terrible y nefasto. https://t.co/kuxovkbwbm,0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1170637213362786304,anche #sanders lancia l'#aborto #ecologico. https://t.co/ln12uvruks https://t.co/suxbtkxvtq,0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1171959442063200258,"el #aborto es como todo crimen, necesita ser justificado, necesita acallar la conciencia del criminal, necesita esconder a la víctima, necesita de cómplices, el aborto como todo crimen necesita de un sicario, lo lamentable es que el criminal y el cómplice son el dr y su madre 😔 https://t.co/3drxp9vvgc",0,Uknown,1,Favor,0,Favor,0,Uknown,
1174364620196405250,"breaking news: #ecuador #abortion: national assembly rejects easing law in rape cases. this was proposal that exposed divisions in the traditionally catholic country. #aborto 
https://t.co/aay0cm0fgg https://t.co/ixivfqu7fr",0,Uknown,0,Uknown,1,Uknown,0,Uknown,
1174613259359543296,#aborto: national day of remembrance on september 14 will remember 61 million babies killed in #abortions https://t.co/9dihydh6z8,0,Uknown,1,Favor,1,Favor,0,Uknown,
1176968726807228416,"así votó el congreso de oaxaca la despenalización del #aborto en el estado https://t.co/sw6bfln8c9 

24 a favor

10 en contra https://t.co/5ajaowlzlh",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1177412161154322434,"los diputados de #morena viajaron a las 6:20 hrs oax-mex vuelo vw306 y regresaron en el vw307 de las 21:25 hrs.

pregunta: ¿fueron a recibir el pago por la legalizar el #aborto?, regresan con bolsitas de #zara #julio. 
!muera el maldito capitalismo!
que opinan los leo.
@memocrata https://t.co/wk9cuq3ltc",0,Uknown,1,Favor,0,Favor,0,Uknown,
1177581206587740167,"""¡carajx, no son señoras, son niñas y tienen 14 y 12 años.""

""esas niñas fueron violadas por su padre, por su padrastro, por su hermanastro, o por su primo, o por su abuelo o por su vecino.""

¡fueron violadas""

debate sobre el #aborto en #ecuador 
y en el mundo entero
#quesealey https://t.co/x0rdacgldr",1,Favor,1,Favor,1,Favor,0,Uknown,
1177727195202162689,"#huelgaporelclima #despierta !!! 
#cambioclimatico es una más de las manifestaciones pagadas auspiciadas por el siniestro soros #feminismo #aborto #lgtb etc etc https://t.co/rhexrzvxwz",0,Uknown,1,Favor,1,Favor,0,Uknown,
1177968423382519810,#28s comienza la concentración para el #pañuelazo por la despenalización del #aborto en la calle de madero. #abortolegal https://t.co/4qryqnlcho,0,Uknown,1,Favor,1,Favor,0,Uknown,
1177991670450835462,no hay nada que hacer que la izquierda es pro #aborto y por eso desea que no se dé el cambio del #tc porque saben que el #aborto es inconstitucional. https://t.co/o0lvigiohk,0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1178048252052148225,"la mujer embarazada necesita apoyo, no un #aborto. 
#sialavida https://t.co/d4acog6onw",-1,Against,0,Uknown,0,Uknown,0,Uknown,
1178350231328559111,"ante campañas de legalización del #aborto en #méxico, mons. rogelio cabrera lópez @arzobispomty, presidente de @iglesiamexico, dijo que “bajo ninguna circunstancia” debemos permitir que el regalo de la vida “sea mancillado” https://t.co/bzooyqwrki",0,Uknown,1,Favor,1,Favor,0,Uknown,
1179212817410514945,"ayer en el #diainternacionaldelpodcast conocí el podcast #vidareal d @verozco. apenas he escuchado un episodio, el del #aborto. me encantó la manera como se aborda el tema. creo q lo voy a seguir escuchando
https://t.co/qfvsrtulbv",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1179244725582401536,"organizaciones civiles, colectivos y ciudadanxs emitimos pronunciamiento respecto al paquete de iniciativas de reforma que excluyen aborto y matrimonio igualitario. 
#aborto
#matrimonioigualitario 
#puebla https://t.co/ygxndo5v9d",0,Uknown,1,Favor,1,Favor,0,Uknown,
1179395706035023872,"#marocco, giornalista condannata a un anno per #aborto illegale - #amnesty international: “un colpo devastante ai #diritti delle #donne in marocco”: https://t.co/yojax8xytc #2ottobre https://t.co/kvs8rcxc4r",0,Uknown,1,Favor,0,Favor,0,Uknown,
1184928074871328773,"xfavor @lenin: mande a volar al #fmi con su presión por #medidas y #aborto!

seamos libres.

liberémonos de la opresión masónica.

todo ecuador lo apoya, además:

""sí dios está conmigo, quién estará contra mí?""

#vetosinaborto",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1184980669191069697,"el actor y productor @everastegui invitó a promotoras del #aborto a ver @inesperado_mx, que se estrena el 25 de octubre en #méxico: “veamos la película y después conversemos” @unplannedmovie @unplannedlatam #inesperadolapelícula https://t.co/fvfh0lhfia",0,Uknown,-1,Against,0,Against,0,Uknown,
1185221907978829825,"compas periodistas que cubren #aborto 
no publicar fotografías de mujeres embarazadas en notas o reportajes donde se habla de aborto 
no publicar fotografías o datos personales de las mujeres que son denunciadas 
no hacer notas sin tomar en cuenta el enfoque de derechos humanos",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1185341782810189824,"#urgente | el presidente @lenin moreno vetó parcialmente por razones de inconstitucionalidad el proyecto de reformas al #coip. en la objeción, el primer mandatario pide que sea  la @corteconstecu la que se pronuncie sobre el #aborto por #violación. https://t.co/mmly3hfqvr",0,Uknown,1,Favor,1,Favor,0,Uknown,
1185926160414396420,la red de @jovenprovidamx lanzó un nuevo sitio web para combatir la desinformación y falacias de quienes promueven el #aborto #méxicoesprovida. vía @yodash https://t.co/rfkobnmr6i,0,Uknown,-1,Against,0,Against,0,Uknown,
1186346095053545473,[video] #aborto | javier milei se mete en la discusión del aborto: “es un asesinato” https://t.co/lz49gdxc8f https://t.co/rf86fdzygn,0,Uknown,1,Favor,0,Favor,0,Uknown,
1186646535217516544,"alberto fernández y las diferencias de criterio sobre el #aborto con el gobernador de tucumán, juan manzur: ""no podemos seguir siendo hipócritas. juan sabe lo que yo pienso, es una cuestión de salud pública. hay que dejar de poner en riesgo a mujeres jóvenes"". https://t.co/toxzrtgolb",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1186972658166046721,"algo similar ocurre c/ plan sistemático de destrucción d la fe y las familias, la instalación del #aborto, el #adoctrinamientodegenerado para nuestros hijos, pedofilia, eutanasia, etc. nuestros gobernantes miran para otro lado y dictan normas q las fomentan. @corazonesxvida https://t.co/wfagbnndy2",0,Uknown,-1,Against,1,Against,0,Uknown,
1187111763139072002,"ese es el camino! si se protege a la madre, se la ayuda, la vida del niño está casi garantizada. a través de la información positiva y ayudas, el #aborto se reduce https://t.co/nepicord0k",0,Uknown,-1,Against,0,Against,0,Uknown,
1187465220542943232,"eso de cambiar el nombre de #aborto a interrupción voluntaria del embarazo para que se vea menos feo cuando el único pecado que han cometido es ser concebidos.
#colombiaprovida https://t.co/oouqu7t353",0,Uknown,-1,Against,0,Against,0,Uknown,
1187579059406065664,"#abortolegalya porque ninguna mujer debe ser obligada a ser madre, porque no somos ciudadanas de segunda y nuestra autonomía no está al servicio de los antiderechos.
mi cuerpo es mío y yo decido 💚

#abortolegal #aborto #olaverdecolombia @aborto_legalcol #elabortoesunderecho https://t.co/lxf3qst74m",1,Favor,1,Favor,1,Favor,1,Favor,
1187719315077906433,"he propuesto los temas más progresistas, sensibles y menos rentables políticamente; incluso, casi me matan!

toca al #aborto y “casualmente” en la jucopo arreglan mi salida de la presidencia de la comisión de ddhh

así la política en slp; pero aunque me tumben no me callarán!✌🏽😎",0,Uknown,1,Favor,0,Favor,0,Uknown,
1187816569805721601,"""mi madre creyó que dios tenía un plan para mi, y decidió no #aborto"" @timtebow #nfl 
#sialavida https://t.co/8ofvqrkhma",-1,Against,-1,Against,0,Against,0,Uknown,
1188134463097724928,"#recomendaciones
standuperras es la propuesta de un grupo de mujeres feministas, entre ellas @plaqueta que buscan romper los estereotipos de género y poner el foco en temas como racismo, misoginia, sexualidad y #aborto.
https://t.co/xphoxqm1x2",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1188591346245885953,#eeuu 🇺🇸: casi 900 centros médicos involucrados en el #aborto han perdido fondos federales gracias a las nuevas reglas de la administración de #trump  para las subvenciones de planificación familiar del título x https://t.co/51fzm4r38b,0,Uknown,-1,Against,0,Against,0,Uknown,
1188828795647733760,"no se manchen sus manos de sangre inocente! la industria del #aborto engaña, explota y daña  a la madre matando a su hijo. #abortaresmatar #salvemoslas2vidas #sialavida https://t.co/o0r1bjcvsf https://t.co/f6tmvt7tlu",-1,Against,-1,Against,-1,Against,0,Uknown,
1188867880286392320,"🔘esta tarde nos encontramos en el barrio salamanca informando a los ciudadanos sobre la campaña las #promesasperdidas del @populares sobre #aborto, #leyeslgtbi, #memoriahistotica e #ideologiadegenero de cara a las elecciones del #10n 📨 https://t.co/ealetl3seu",0,Uknown,1,Favor,1,Favor,0,Uknown,
1188885769911525376,"¡ya tenemos pañuelos! 

en bogotá los pueden encontrar en a la deriva (carrera 18 # 53 - 65, en el segundo piso del restaurante mandragora) 

#lacampañaesdetodas
#abortolegalseguroygratuito #abortolegal #aborto #hablemosdeaborto #olaverdecolombia https://t.co/dtcl9ehlfy",0,Uknown,1,Favor,1,Favor,0,Uknown,
1189542627634569216,missouri podría convertirse en el primer estado de los ee.uu en no contar con ninguna clínica abortista. las autoridades negaron la renovación de la licencia a la única existente. #vida #aborto #life #eeuu https://t.co/ffmqlkwjx7,0,Uknown,-1,Against,0,Against,0,Uknown,
1190064928272650242,#aborto #provida #aletasconeltiburon #abortolegal #abortoporviolacion #abortolegalya #tiburones https://t.co/w4tefseipr,1,Favor,1,Favor,1,Favor,1,Favor,
1190079580184416257,"@fazioludmi @yizis #salvemosvidas
#aborto 
#responsabilidaddetodos
@senadomexicano 
@m_olgascordero 
no es tan simple, 
es responsabilidad de todos cuidar la vida desde la concepción y no debes confundirte y optar por la indiferencia, por eso, no al aborto.",0,Uknown,-1,Against,0,Against,0,Uknown,
1190091788196941824,"respeto la fe de mi pueblo
cuando voy a malvinas me identifico con un rosario de plástico y cuentas blancas 
no creo en individuos 
si rezo es para agradecer

ningún argentino merece la pena de #aborto 

creo que es la idea opuesta al aborto para todes",0,Uknown,1,Favor,0,Favor,0,Uknown,
1190105596562939905,"no al #aborto, no a los uniformes neutros y tampoco no a la despenalización de las drogas. así la postura de @leonardounpf presidente la unión nacional de padres de familia @unpf_mx 
@aabyevargas https://t.co/czuc7ez3qz",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1190123464352550912,"al final, tanto el #cambioclimatico como #openarms , el #independentismo y el #aborto son por la pasta 😡 https://t.co/osqezrnqsi",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1191377658744950789,"dicen que el #aborto es libertad.

no señores, libertad es ejercer la sexualidad con responsabilidad.

libertad es saber decir no

libertad es respetar la vida de los demás.

el #aborto te esclaviza al peso de haber dado muerte a un hijo en tu vientre.",0,Uknown,-1,Against,0,Against,0,Uknown,
1192109044644876288,qué tiene que ver el llamado a manifestarse de este hecho con el #aborto 🤷🏽‍♂️ el lobby no descansa para infiltrase donde pueda con su agenda y negocio de la muerte. #ideologíadegénero https://t.co/etenwtz70h,0,Uknown,0,Uknown,1,Uknown,0,Uknown,
1192444511714185218,"estas son las alternativas para la mujer que ofrece la salud sexual y reproductiva del gobierno:

violación: #aborto
embarazo adolescentes: #aborto
embarazo no deseado: #aborto
pobreza: #aborto
enfermedad: #aborto
falló el método:#aborto
irresponsabilidad: #aborto",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1194918774496997380,"a ver, a ver... #aborto https://t.co/dcdr0wsqil",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1197669635782512645,"otro ejemplo de gente que piensa que por repetir algo tiene razón.

el #aborto no puede ser un derecho humano ya que significa el asesinato de una persona y atenta contra el derecho a la vida, que precisamente sí es un derecho humano y superior en grado a cualquier otro. https://t.co/xfroc2bb66",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1197926545496649728,esta es la renuncia del secretario de salud adolfo rubinstein @rubinsteinok después de la polémica por el protocolo del #aborto. fin. https://t.co/6kxcegc7yo,0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1198009654703472640,"para el diputado del pro daniel @lipovetzky es “muy posible” que el próximo año se apruebe la legalización del #aborto en argentina porque el próximo presidente, alberto fernández, “tiene una posición personal favorable"" a la despenalización

https://t.co/eevp8lipmc https://t.co/sukch6nfgj",0,Uknown,1,Favor,0,Favor,0,Uknown,
1199385324725645312,"ese es el gobierno de #morena 

un gobierno feminista que promueve manifestaciones con violencia!
un gobierno feminista que promueve el #aborto!
un gobierno feminista que estigmatiza a nuestros hijos, padres, tíos, abuelos solo por ser hombres!

#noalasleyesdegénero
#asínomorena https://t.co/ehnipe9s2s",0,Uknown,1,Favor,0,Favor,0,Uknown,
1199962101181304833,"si el aborto es progresismo, entonces la ley del más fuerte es la cumbre de la democracia. 
#aborto https://t.co/7dwopdfybj",0,Uknown,1,Favor,0,Favor,0,Uknown,
1201024870810890240,"cantemos por los bebés por nacer en peligro de #aborto. #salvemoslas2vidas
👇🏼 https://t.co/qe2avkodha",0,Uknown,-1,Against,0,Against,0,Uknown,
1203331224464433152,viendo el aborto - word on fire https://t.co/yo9ygadqs8 #aborto #noalaborto,-1,Against,-1,Against,0,Against,-1,Against,
1204132729551572995,"si @samuel_garcias? 
tu también estas a favor del #aborto?
@dantedelgado dice que tiene tu voto y se lo ofreció a #morena, es verdad?
cuál es tu postura? nuevo león la quiere conocer. https://t.co/0mfocpj763",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1204470154752602113,"otorga perdón a presos federales por delitos de #robo simple sin violencia, consumo de #drogas, mujeres por #aborto y a #indígenas encarcelados por falta de debido proceso. #leydeamnistía https://t.co/rqishksf35",0,Uknown,1,Favor,1,Favor,0,Uknown,
1204798729682903043,"🎤🙋🏽‍♀️💁🏻‍♂️ salimos a las calles de #honduras🇭🇳 a preguntarle a la población su opinión sobre el #aborto y su criminalización en el #códigopenal ... ésta fue su reacción. 
#derechoadecidir💚✨ https://t.co/ddrxowwxbh",0,Uknown,1,Favor,1,Favor,0,Uknown,
1205224232457842688,"▶habla el ministro de salud, ginés gonzález garcía, para anunciar el nuevo protocolo de aborto no punible. ""la sociedad va cambiando, se contruye más consenso. nosotros estamos dispuestos a cambiar la historia con muchas más cosas que un protocolo"" #aborto",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1208096162747764737,"#ecuador contundente @estebanortizmd, dando sustento científico a la razón clara por la cual el #aborto por violación debe ser despenalizado. https://t.co/aqucfkqpxq",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1210045649716228097,"@camilocammas @flagos_neumann @sebastianpinera florencia lagos critica a @realdonaldtrump con una propuesta fake, pero no tiene un ápice de remordimiento por avalar muerte de inocentes: #aborto 

la fascista eres tu! #estopasaenchile #chile #izquierdagolpista https://t.co/9ar44o7jnr",0,Uknown,1,Favor,1,Favor,0,Uknown,
1210172329654988800,"🤰🏻 ¡sí a la vida!👼🏻

🇪🇸 @vox_es convoca una misa en defensa de la vida y en memoria de los niños abortados

#aborto #gelves

https://t.co/qdbqbhqg5g",0,Uknown,-1,Against,0,Against,0,Uknown,
1210882887555440640,"en este #diadelossantosinocentes mi recuerdo y oración por los millones de niños que no pudieron tener su vida, sus amigos, su familia... a los que no se les dejo vivir una navidad.
 #sialavida #salvemoslas2vidas #aborto https://t.co/gbpbtikewf",-1,Against,-1,Against,-1,Against,0,Uknown,
1211060483383549953,"¿si el #aborto trata de los derechos de las mujeres, donde estuvieron mis derechos? (gianna jessen, sobreviviente de un aborto).
#sialavida https://t.co/9hvxq8as70",-1,Against,-1,Against,0,Against,0,Uknown,
1211086928512200709,"la onu, oms y cidh pretenden deconstruir a la sociedad, a la demografía y a la familia, pilar histórico de occidente, tildando al #aborto como “derecho reproductivo.” en el día nacional del nasciturus reiteramos que aquí somos mayoría los que rechazamos la matanza de inocentes.",0,Uknown,-1,Against,0,Against,0,Uknown,
1211323451199410176,"hoy la iglesia celebra la solemnidad de la #sagradafamilia. pidamos a dios que proteja a las familias de este continente de todo mal físico y moral, y en especial de las corrientes políticas y culturales que promueven el #divorcio, el #aborto y la ideología de género. https://t.co/t3njcbdrjy",0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1211368508384260096,hoy en #misa han pedido por las #victimas del maltrato y por los niños 👶 víctimas del #aborto. me ha parecido genial sin concesiones a lo políticamente correcto. @diocesiscr #sagradafamilia,0,Uknown,1,Favor,0,Favor,0,Uknown,
1211455347405266945,"""el #aborto no es un mal menor, es un crimen. es echar fuera a uno para salvar a otro, como hace la mafia"" @pontifex 
#sialavida https://t.co/spepvph84b",-1,Against,-1,Against,0,Against,0,Uknown,
1211738073853247489,"45 segundos con mi “polémica opinión” sobre el “polémico mural” de #salvemoslasdosvidas en el #hospitalbouquetroldán el cual está a escasos metros de un “no polémico” mural a favor del #aborto ¿intolerancia? 😳😳😳😳
#democraciacristiana @jorgesobisch https://t.co/guxjhagoo3",0,Uknown,-1,Against,0,Against,0,Uknown,
1162191415310520325,cual su opinión? #aborto https://t.co/i6eq8fvlzw,0,Uknown,0,Uknown,0,Uknown,0,Uknown,
1162331346573955072,"#prolife #medicina un medico alla bbc: ""pratico l’aborto, uccido bambini: non c’è problema""; e spiega tranquillamente nel dettaglio le procedure per l’#aborto tardivo, con lo schiacciamento del cranio  https://t.co/iho3awiis6",0,Uknown,-1,Against,0,Against,0,Uknown,
1162363631083958273,@williamvhdez @melararaul @fgr_sv @morenaherrera_ @i2polan ahora llaman “problemas obstetricos” al infanticidio por su mamá. pobres bebés! se unen los promotores del #aborto (que nada tiene que ver en este caso) con los lgbtixyz para que mamás puedan matar a sus hijos recién nacidos! https://t.co/99kg3w2hng,0,Uknown,1,Favor,0,Favor,0,Uknown,
1163552962955927552,"el caso de #evelynhernández es considerado como un símbolo en la lucha por la legalización del #aborto en américa latina y en #elsalvador, el país con la legislación abortiva más estricta del continente. ¿qué consecuencias traerá a futuro? @jjdalton1 @piamariacastro /mp https://t.co/josmoscqlx",0,Uknown,1,Favor,1,Favor,0,Uknown,
1163807150956851202,"el #aborto, aunque se trate de justificar, es asesinato...

🔎 @apologeticaedf https://t.co/vgwugfnlrs",0,Uknown,1,Favor,0,Favor,0,Uknown,
1163841007399645185,"diputada @rgolmedo, explica en qué consiste su propuesta de reforma al código penal para la despenalización del #aborto en el foro: realidades en torno al aborto legal y seguro como un derecho humano en el @congresopue 

vía: @maribel_vo https://t.co/5frzqmfprf",0,Uknown,1,Favor,0,Favor,0,Uknown,
1163920310267240448,"la diputada @rgolmedo se acercó a las organizaciones feministas y defensoras de dh que organizaron el foro ""realidades en torno al #aborto legal y seguro como derecho humano"", para expresarles su esperanza de que esta legislación frené la criminalización de las mujeres https://t.co/zxfdagluj5",0,Uknown,1,Favor,0,Favor,0,Uknown,
1163921292350951424,"en 10 años, 73 mujeres procesadas por #aborto, lamentan especialistas #puebla @rgolmedo
@cafis_ac @congresopue
https://t.co/yenl4b24wc vía @sintesisweb",0,Uknown,1,Favor,1,Favor,0,Uknown,
1163931946864521216,"@gusbriones68 ¿cuánto dinero sucio habrá detrás de esta campaña?

vienen por todo, empezando por ""concientizar"" a la sociedad a través de la mentira, que los médicos son los primeros en palpar la necesidad de legalizar los homicidios prenatales.

el #aborto es un crímen.",0,Uknown,1,Favor,0,Favor,0,Uknown,
1163950611890675717,"el consejo superior de la unc aprobó el honoris causa para el ex ministro de salud @ginesggarcia,  impulsor del programa de #saludsexual y procreación responsable -pese a los embates de la iglesia- y defensor de la despenalización y legalización del #aborto https://t.co/uprmwcq4a6",0,Uknown,1,Favor,0,Favor,0,Uknown,
1164154476057546757,"veamos
• nace un bebé de 32 semanas (varón a término)
• su madre lo arroja vivo a una fosa séptica 
• muere por aspiración d heces fecales después de 12 a 24 horas de haber nacido 
#evelynhernandez
fué absuelta de este crimen 
el #aborto es un derecho?
y los derechos del bebé? https://t.co/v6w7984spw",0,Uknown,1,Favor,1,Favor,0,Uknown,
1164730119405080576,"@sernamegchile @cg_arroyo @carolinaplaza23 @sernamegantof @minmujeryeg @mmegantofagasta @muniantof estuve ahí, no pregunte para no crear un mal ambiente, porque conozco tu respuesta, y tu sobre reacción, carmen gloria arroyo, repetiste que estabas por la justicia y las personas, por que entonces justificas eliminar personas? #aborto no es derecho ni elección: es matar https://t.co/daqkxfmxgk",0,Uknown,1,Favor,0,Favor,0,Uknown,
1165923331075428352,"#paolabonzi ➕ (1943-2019): salvó más de 20.000 vidas🕯"" 
""dedicó su vida a la lucha contra el #aborto, dentro y fuera de #italia"" (necrológica de @jmbe12) 

@abeinfanzon @alfayomegasem @concha_zaragoza @consuel81764774 @arzobispodelrio @paterjm @fatherpinto @valoressociedad https://t.co/nhly3tw91g",0,Uknown,-1,Against,1,Against,0,Uknown,
1166163487221047307,"#las17
no son mujeres #condenadas por #aborto fueron condenadas por #homicidio #agravado. en los expedientes d las 17 las víctimas son bebés acuchillados y extrangulados, esas fotos sólo se pueden ver en los expedientes, x el nivel de barbarie en las redes censuran su publicación",0,Uknown,1,Favor,0,Favor,0,Uknown,
1167184217844932629,"asesoria profesional  #tudecides
whatsapp ✅ 311 485 0525
https://t.co/kw68g2vvni 
#tu_decides #confidencialidad 
#embarazada #embarazo #embarazoinesperado 
#aborto #proaborto #abortolibre #villavicencio #colombia #asesoriapastillasabortivas #asesoriamedica #pastillasabortivas https://t.co/ig9fhdzxjr",0,Uknown,1,Favor,1,Favor,0,Uknown,
1167538862056497152,"#salud mujeres relatan sus historias: las mujeres afectadas por la prohibición del #aborto en #honduras se ven obligadas a decidir entre la vida y la muerte.  
https://t.co/dnzgd74fh1 #ddhh #ssyr #dsyr #abortolegal",0,Uknown,1,Favor,1,Favor,0,Uknown,
1168205997988601861,"#felizdomingo
¿quién dijo que la legalización del #abortó reduciría el número de casos? https://t.co/ze2posfnuk",0,Uknown,1,Favor,0,Favor,0,Uknown,
1168348290603081728,"@letichelius doctora, de estos pseudo legisladores, no se puede esperar algo que no beneficie a su @accionnacional y de la @werareynoso no conoce la sororidad mucho menos la vergüenza.
#gto y #qro no quieren despenalización de #aborto @congresogto @legislatura_qro",0,Uknown,1,Favor,0,Favor,0,Uknown,
