Unnamed: 0,id,Tweet,Date,Label_EIV,Stance_EIV
471,1254539355420491782,"Lista de todas las concentraciones masivas que tuvieron lugar el #8M, que no son nada comparadas con las aglomeraciones del transporte público. Ya basta de citar la manifestación feminista como culpable del coronavirus. #subnormales #irresponsables #AsiNo #paisdepandereta  https://t.co/RvyVca0Byo",2020-04-26 17:34:25,1,Favor
472,1252983781826482177,"@rodri1989 @JorgelinaRdz @ale_pardal desde que ingresó esta señora paula al cuarentena games, solo busco diversas maneras para hacer trampa y verse beneficianda ella y todo el colectivo feminista que hemos incluido, usted como dueño ha tenido que modificar muchas veces las reglas, tratando de evitar la trampa #AsiNo",2020-04-22 10:33:07,1,Favor
473,1245038831516164096,"@LasIgualadas No es una canción feminista; él no es feminista, ni siquiera aliado. Y con la canción este tipo rico, y desde su privilegio, se trasviste de prostituta para ""enseñarnos a las mujeres lo que es la libertad"" #asíno",2020-03-31 11:22:43,0,Uknown
474,1243403850326798336,Nadine Gasman es una feminista laciva para las mujeres mexicanas. Es pro aborto y busca la confrontación entre hombres y mujeres. #AsíNo @lopezobrador_,2020-03-26 23:05:53,0,Uknown
475,1238022002667118593,"#AsiNo La barbarie #feminista en su máxima expresión, es sinónimo de su infinita ignorancia. ¿Cómo puedes despreciar lo que por naturaleza necesitas? #AsiMexico #AsiTabasco #brujasdelmar #BastaDeImpunidad #NoMasCorrupcion #NiUnaMenos #NiUnaMas #ParaReflexionar  https://t.co/15wgpWi8Sr",2020-03-12 02:40:21,-1,Against
476,1237499056332533761,@hollyradio Me quedo con esta reflexión 👇🏽. Una cosa es una protesta pacífica y otra MUY diferente es el vandalismo disfrazado de movimiento feminista 😒. ¡¡No debemos normalizar los feminicidios ni la violencia venga de quien venga!! 👊🏽 #AsiNo #DiaInternacionalDeLaMujer  https://t.co/OJ7HJRILhA,2020-03-10 16:02:21,1,Favor
477,1237412606140452871,@JoseOrn15607390 Violencia de la feminista  al someter a la niña a desnudarse #AsiNo,2020-03-10 10:18:49,1,Favor
478,1237412514507493378,Violencia de la feminista  al someter a la niña a desnudarse #AsiNo,2020-03-10 10:18:28,1,Favor
479,1237219144711524353,"Esto no es la lucha feminista, esto es un cometer un delito. Que infame hacerle esto a una mujer que está trabajando honradamente #AsiNo",2020-03-09 21:30:05,1,Favor
480,1236917036619649024,@Iaperra Esto de la marcha y el movimiento feminista ya se ensucia con las gatadas que hacen las pandilleras! #nomerepresentan  #AsiNo  Todo el peso de laley,2020-03-09 01:29:36,1,Favor
481,1236906187926302721,"La marcha ""feminista"" en la CDMX terminó en Vandalismo y Destrozos.  https://t.co/1dVtsTOwmg vía @YouTube #NoMeRepresentan #infiltradas #UnDiaSinMujeres #AsiNo #NiUnaMenos #ParoDeMujeres #El9NadieSeMueve",2020-03-09 00:46:30,-1,Against
482,1236880302288424960,"Aquellas mujeres que son infiltradas por poderes fácticos para desvirtuar el movimiento feminista al emplear violencia, destruyendo el patrimonio histórico de la nación y poniendo en riesgo inclusive la vida de otras mujeres en definitiva #NoMeRepresentan #AsíNo",2020-03-08 23:03:38,0,Uknown
483,1236875907043708929,"Reflexionaba sobre como la sociedad nos ha moldeado en un mundo para hombres y por más feminista que sea hay una parte de mi que aún es sumisa y duda de si. Como cuando un hombre se aproxima demasiado y me toca el busto con el brazo, no sé como reaccionar #DiaDeLaMujer #AsiNo",2020-03-08 22:46:10,1,Favor
484,1236827878509154304,💣💥💣💥💣💥💣💥💣💥💣💥💣💥💣  ⚠️🗣️📢NOTICIA DE ULTIMO MOMENTO‼️ se descubre la verdadera identidad de las encapuchadas violentas en la marcha feminista.😱😱 Infiltradas  Molotov  #NoMeRepresenta  #AsiNo  Encapuchadas  Bellas Artes #MarchaFeminista  https://t.co/cAapPtJQzC,2020-03-08 19:35:20,1,Favor
485,1236813734661808132,"#México #BeatrizMartinez @bea_100 #Feminista beligerante, deseando el mal a otra mujer, se supone que la #MarchaFeminista era para unirnos, pero actos como éste solo restan #NoHablesEnMiNombre #NoMeRepresentan #NoViolencia #AsiNo",2020-03-08 18:39:07,1,Favor
486,1235326151859544065,@MARA51653163 @ChicShion @RruzRuiz Sátrapa lo serás tú #feminismoCorrupto #feminismoprostituido X mujeres como ustedes es que se ha desvirtuado el verdadero movimiento feminista. #asiNO,2020-03-04 16:08:00,1,Favor
487,1235210745626988544,"Bien ""feminista"" la chica fifisnais, axila llena de pelos, atuendo hippiteca, zapatos de uso rudo.  ... pero ni trabaja, ni estudia.  Eso si, grita bien bonito.  Jajaja.  #PseudoFeminismo  #AsíNo  #FelizMiércoles",2020-03-04 08:29:25,0,Uknown
488,1234980401455591424,"@PedroOtamendi que no, que #AsíNo , que no pretendan buscar refugio en la histórica lucha feminista, cuando a una de sus protagonistas, Lidia Falcón, la echan junto al PF, borran la palabra #mujeres del lenguaje y redactan un panfleto que no se corresponde ni con las demandas ni con necesidades",2020-03-03 17:14:07,0,Uknown
489,1234872973879848961,Gritando que sola y borracha quiero llegar a casa??? El movimiento feminista que proponéis es asqueroso y no nos representa a la mayoría. #AsiNo,2020-03-03 10:07:14,1,Favor
490,1233440462809288707,"no que mucho apoyo a la lucha feminista y “quémenlo todo” shalalala pero apenas les rayan un baño de su AMADO Y VENERADO edificio central y comienzan con el #asino, esas no son formas, etc mmmm (?) deja que pensar",2020-02-28 11:14:57,1,Favor
491,1230869099061940224,"Si tu novio piensa que #AsíNo, se ofende más por un monumento, y critica el movimiento feminista, para mi estás soltera (y en el lugar incorrecto)",2020-02-21 08:57:16,0,Uknown
492,1228624206532874240,"@EstefaniaVeloz #SíAlFeminismoNoAlVandalismo  NO AL VANDALISMO, ENCAPUCHADO Y COBARDE,  desvirtúa la lucha feminista y reproduce exactamente lo que se dice estar en contra, es decir, reproduce la violencia  patriarcal y la salvajada neoliberal. #AsíNo",2020-02-15 04:16:52,0,Uknown
493,1225166781045706752,"@Ana99544117 Señalar a otras mujeres por pensar distinto a usted no es d ser feminista ni demócrata, es de gente totalitaria de tiempos pasados #AsiNo",2020-02-05 15:18:17,1,Favor
494,1223747313404915712,"Así sí se prepara un 8M participativo. Así sí se tiene en cuenta las opiniones del movimiento feminista autónomo. #8M Lo demás ""lo de TODA la vida"" es autoritario y reaccionario.  #AsiNO ☝️",2020-02-01 17:17:50,1,Favor
495,1204560781255176193,"Si cantamos un himno feminista, saltan todas las bromas y memes:  https://t.co/KAg3xZjnRw  Si grafiteamos los monumentos nos regañan que #AsíNo.  Me tienen hasta la verga, ¿COMO CHINGADOS SÍ, PUES?",2019-12-10 18:37:24,0,Uknown
496,1203676993541160960,Me siguen pareciendo repugnantes las acciones de estos grupos. La cultura es lo único que trasciende a través del tiempo y esto demerita la causa feminista. #asino,2019-12-08 08:05:33,1,Favor
497,1203494008439427072,"Que manera de lucrar, uno con la letra de otra persona y dos con una lucha, con el movimiento #feminista  #Feminism #asino ay #mexico 💔",2019-12-07 19:58:26,0,Uknown
498,1202789924207910912,@YalitzaAparicio @monlaferte Tú una feminista ultra? Ahora si que el pueblo con valores te perdió. Estar en un movimiento que no es más que político y que no representa mas que a unas violentas! #AsíNo.,2019-12-05 21:20:39,0,Uknown
499,1202574387309924353,"Este movimiento feminista mundial sólo está creando monstruos, anoche me dijeron”El Violador eres tú” solo porque cambié la novela en la tv sin avisar ... #asino",2019-12-05 07:04:11,1,Favor
500,1199871297393590272,"Todos los años bien chingones festejando la independencia y la revolución, con sus dos chingos de muertos y heridos en cada una.   Ah pero no pueden ver que rompen un letrero en una marcha feminista porque #AsíNo #HayOtrasFormas #ConLaBanquetaNoTeMetas  No pinches mamen.🙄",2019-11-27 20:03:04,0,Uknown
501,1199471945089089536,Pienso que el movimiento feminista es una basura por el vandalismo. Ahora lo re confirmó. #MarchaFeminazi #AsiNo #EllasNoMeRepresentan.,2019-11-26 17:36:11,1,Favor
502,1199404048702685184,- Oye amiga feminista  -¿Que quieres opresor?   - ¿y si las feministas como tu odian a todos los hombres y al patriarcado por que hacen destrozos y se comportan como hombres?  -...   #MarchaFeminazi #Feminazi #AsiNo #FelizMartes #MartesDeGanarSeguidores #BuenMartes  https://t.co/kMefQJfOJi,2019-11-26 13:06:23,0,Uknown
503,1199381502779363330,"Quieren opinar de la marcha feminista y tienen años sin usar el transporte público o caminar por las calles del centro de la ciudad. 3 gramos de madre, por favor.  Pobrecitos monumentos históricos uwu #asíno #NoMeRepresentan",2019-11-26 11:36:48,0,Uknown
504,1199377061238001665,#AsiNo si ustedes quieren respeto gánenselo ahí un dicho el respeto al derecho ajeno es la paz. Si vas hacer actos violentos mejor no te hagas llamar #Feministas por q ser feminista es otra cosa.  Lamentable todos los daños que hicieron   #Feminazi mas bien,2019-11-26 11:19:09,0,Uknown
505,1199370322253926401,"@heidi_belikov Esto es desvirtuar la lucha feminista de millones de mujeres. ¿Cuál ha sido la noticia? El vandalismo, no la reivindicación feminista!!! Este grupo de vándalas delincuentes y violentas han caído redonditas en el juego político neoliberal y en el círculo de la violencia. #AsíNo",2019-11-26 10:52:22,0,Uknown
506,1199361602757316609,"Entiende, tu no eres feminista, lo que tu haces se llama misandria y es peor que el machismo #AsiNo  https://t.co/GR6rUaTuAn",2019-11-26 10:17:43,1,Favor
507,1199232483214209024,"por cierto la ciudad de México, es la ciudad con mas museos en el mundo y de las ciudades con mas historia en todo el mundo, asi que amiga feminista piensa dos veces lo que haces o apoyas. #AsiNo o",2019-11-26 01:44:39,1,Favor
508,1199206882436681728,Y les importará la chinga que se van a llevar las SEÑORAS(exacto mujeres) en limpiar sus solicitudes no veo a ninguna feminista preocupada por pedir a las chavas de la marcha que piensen en los derechos de esas sras. 😒 #AsiNo y no me importa q todas la feministas se dejen venir,2019-11-26 00:02:55,1,Favor
509,1199203535310721024,"Mucho respeto al movimiento feminista... pero esto no es feminismo, esto se llama daños en propiedad ajena y lo que resulte y eso un delito, ¿en dónde estaba la policía? ¿O vivimos en un país sin leyes? #AsiNo   https://t.co/I7d5piXqdq",2019-11-25 23:49:37,1,Favor
510,1199191581414305793,"Esta no es una marcha feminista, es una marcha de resentidos sociales, de vándalos a quienes el gobierno tuvo que haber puesto en su lugar. @Claudiashein ya nos dejó claro que no hay quien gobierne. #AsíNo",2019-11-25 23:02:07,0,Uknown
511,1199189189436329986,Aqui la representación gráfica  de una feminista .   #AsiNo  https://t.co/CCCNbtB22V,2019-11-25 22:52:37,1,Favor
512,1199172449369251840,¿Qué buscan l@s violent@s? Destruir la posibilidad de que se reconozca la lucha feminista y de que las mujeres se unan y se organicen.  https://t.co/ivwBnR2q4H #AsiNoSomos #AsíNo #NoMeRepresentan,2019-11-25 21:46:06,0,Uknown
513,1199171412499607552,Esas mujeres no son feministas. Justamente buscan que la sociedad rechace la lucha feminista y sus importantes logros; buscan violentarlo todo. #AsiNoSomos #AsíNo #NoMeRepresentan. Esas mujeres representan a la derecha más violenta del país.,2019-11-25 21:41:58,0,Uknown
514,1199171388579299328,#AsiNo feminista  #AsiNo @lopezobrador_  gobierno lento,2019-11-25 21:41:53,1,Favor
515,1199134584669032448,"Que pena me da ver esto. Soy feminista y agradezco que varios movimientos (no violentos) a lo largo de la historia, me permitan el día de hoy alzar la voz y decir que no estoy de acuerdo con esto ⬇️ 😡 incongruencia le llamo #NoMasViolencia #AsiNo",2019-11-25 19:15:38,1,Favor
516,1198242254483283972,"@FormulaTV La cadena le habrá hecho una buena oferta. Ah, no! Que es por la lucha feminista. #AsiNo",2019-11-23 08:09:50,1,Favor
517,1184550370883842049,"Los mismos que estáis en la calle ahora son los que estáis cuando gana el Barça, después de una manifestación feminista, de una machista, después de una manifa a favor de los que no quieren que violen a las gallinas... Estáis dejando Cataluña a la altura del betún.. #AsiNo",2019-10-16 14:23:10,1,Favor
638,1331755096082960385,"Pues no, eso no es feminismo. Es puro vandalismo 😒😒😒 #Fakeministas #EllasNoMeRepresentan",2020-11-25 18:22:12,0,Uknown
639,1311496691527417857,"Lo siento pero #ellasnomerepresentan  El feminismo no es = violencia.Ya no somos primates señoras,pretenden ser las guays y reivindicar...El qué? Derechos? Matando? Así consiguen derechos? Nos dejan mal a las demás... Para lograr la IGUALDAD mejor estudien y trabajen👍",2020-09-30 21:42:32,0,Uknown
640,1311408993630392334,"@lydiacachosi @fisgonmonero Pobre Lydia,deberías de abrir los Ojos,Todas las mujeres Valen!! las Porras que estaban ahí No representan el Feminismo! Están ahí para destruir,ocasionar caos y desestabilizar el país,No seas Inepta, Mis respetos Don fisgón INCREÍBLE  Monero #ellasNoMeRepresentan #FAKEministas",2020-09-30 15:54:03,0,Uknown
641,1311098162858393600,"@Chertorivski ""colectivas"" Por Dios no seamos ingenuos!!!  Son anarquistas disfrazadas del  feminismo hipócrita y radical que siguen alentando! #EllasNoMeRepresentan",2020-09-29 19:18:55,0,Uknown
642,1311066132166705160,"@sabinaberman SI, SI SON EMPRESARIAS GOLPISTAS QUE RENUNCIEN! ES ESTÚPIDA O SE HACE, BIEN Q SABE Q SON RATERAS QUE QUIEREN SEGUIR C SUS PRIVILEGIOS A COSTILLAS DE LA NECESIDAD DE OTRAS MUJERES! ESO NO ES FEMINISMO! FARSANTE! #EllasNoMeRepresentan  #FakeministasVándalicas",2020-09-29 17:11:38,0,Uknown
643,1311016168971546625,#DelincuenciaOrganizada disfrazada de #Feminismo #EllasNoMeRepresentan,2020-09-29 13:53:06,-1,Against
644,1310961833868754944,No sé que son ustedes o que buscan pero no sé pongan la máscara del feminismo que les queda muy grande #Fakeminismo #EllasNoMeRepresentan,2020-09-29 10:17:12,0,Uknown
645,1310953070805815298,"@Gommber Eso NO se puede llamar feminismo, eso es golpismo de unas cuantas GUARRAS PAGADAS, cobardes y oportunistas. Nada más lejos de la lucha real feminista! #EllasNoMeRepresentan  #EllasNoMeRepresentan  #EllasNoMeRepresentan  #EllasNoMeRepresentan",2020-09-29 09:42:23,0,Uknown
646,1310949746438275076,"@AndreaAnaya01 Las mujeres han opinado desde siempre, sin tener que usar el feminismo. Y por cierto golpear  y decirle cosas clasistas a mujeres polícias no es ser feminista, es ser violenta, misandrica y por ello #EllasNoMeRepresentan",2020-09-29 09:29:10,0,Uknown
647,1310947707981361157,Violentar a otra mujer no es feminismo #EllasNoMeRepresentan,2020-09-29 09:21:04,0,Uknown
648,1310820670431997953,"Lo que vivimos hoy, no se puede llamar feminismo; es claramente una evidente falta de valores, cero respeto y exceso de mezquindad... Yo no les creo a esas vándalas; sólo me inspiran asco y repulsión 😡.  #EllasNoMeRepresentan",2020-09-29 00:56:16,0,Uknown
649,1310808777340272640,"@Sandra32032581 @btoxic79 Soy mujer y no te apoyo,no apoyo esa clase de manifestación, lo que hacen es regar odio por sus malas decisiones,están enojadas con la vida y la mayoría son pagadas,su '""feminismo""' es hipocresía🤮☠️ #EllasNoMeRepresentan  https://t.co/98MocmsgLp",2020-09-29 00:09:00,0,Uknown
650,1310794058621575170,"@BeaGascaA te vendes por dinero, lo tuyo no es feminismo es vandalismo a sueldo, que te investiguen y te encierren por incitar al odio☠️ #EllasNoMeRepresentan   Vendida,vandala,asesina☠️☠️  https://t.co/776WkZ9sU7",2020-09-28 23:10:31,0,Uknown
651,1310760979035160576,"Las mujeres que salen hacer sus marchas deben entender que no se les permitirá amedrentar contra otra mujer. No es represión, ni lo que hacen ellas es feminismo. #EllasNoMeRepresentan",2020-09-28 20:59:04,0,Uknown
652,1310722584737177605,"El feminismo, no molesta; el vandalismo es lo que enc4brona😡. #EllasNoMeRepresentan",2020-09-28 18:26:30,0,Uknown
653,1310685445651562497,@NEO_0k @Claudiashein @OHarfuch por favor hagan algo esto ya es demasiado #EllasNoMeRepresentan eso no es feminismo.,2020-09-28 15:58:56,0,Uknown
654,1310612211765665793,"Trabajen en lo realmemte importante, cuidar al ciudadano... No se conviertan en ASESINOS. # #NoHablenPorTodas #EllasNoMeRepresentan , fuera el feminismo ignorante y violento.",2020-09-28 11:07:55,0,Uknown
655,1310604930323890182,#EllasNoMeRepresentan....#NoHablenPorTodas.... Fuera el feminismo agresivo e ignorante...,2020-09-28 10:38:59,0,Uknown
656,1278037039166955521,"@PalomaValenciaL El feminismo radical es hembrismo, no se interesa por la mujer ni por todas las victimas mujeres, las mujeres de derechas o las independientes que no aceptan sus dogmas son el enemigo a vencer. #ellasnomerepresentan",2020-06-30 13:45:49,0,Uknown
657,1242946783677952004,"@AnaJVillagran @alejandrokent Totalmente! Él está siendo violento con ella, enfocándose en su físico.   Y usted celebra la gracia.  Por congruencia, con la hipocresía no con el feminismo, ud. debió quedarse callada. #ellasnomerepresentan",2020-03-25 16:49:40,0,Uknown
658,1238970363343589376,"@Antoniio84 Eso no es feminismo, eso es odio mal encausado. #EllasNoMeRepresentan",2020-03-14 17:28:48,0,Uknown
659,1238352217578430464,"@dipjm @DIF_NMX @brujasdelmar @Fridaguerrera ahí está su ""feminismo"" salvaje que predican.  #EllasNoMeRepresentan  https://t.co/haZp1oqgwf",2020-03-13 00:32:30,0,Uknown
660,1237938406208016386,"@guruchuirer @Fridaguerrera @brujasdelmar quiero ver su ""feminismo"" en este caso señoras hipócritas.  #EllasNoMeRepresentan  https://t.co/lPqtDztyNj",2020-03-11 21:08:10,0,Uknown
661,1237841213220216835,Alguien me puede explicar ¿por qué las “feministas” intentan vestirse como hombres en sus marchas? ¿No es eso machismo?  #8marzo2020 #EllasNoMeRepresentan  #feminismo  #Feministas,2020-03-11 14:41:57,-1,Against
662,1237786417146847237,"Goei, que buen momento para hacer limpia de contactos, me importa un carajo si eres familia o amigx, si te burlas del feminismo, gente buena vs gente mala o sales con que #EllasNoMeRepresentan rúmbale a la V. BYE.",2020-03-11 11:04:13,0,Uknown
663,1237610944181596162,@Luis90Rodrigu @CamMttz @SNietoCastillo @FGRMexico @SSP_CDMX @Claudiashein Que no confundan feminismo con violencia.  #EllasNoMeRepresentan,2020-03-10 23:26:57,0,Uknown
664,1237449311316635650,"Bueno después un día lleno de vandalismo, intolerancia, y violencia #Feminismo #feminismopendejo #EllasNoMeRepresentan  https://t.co/lJxuNIzKT3",2020-03-10 12:44:41,-1,Against
665,1237382790414389248,Así de coherentes son las feministas a ultranza!  NO me representan!! #EllasNoMeRepresentan  #10Marzo  #feminismo,2020-03-10 08:20:21,-1,Against
666,1237378936721403904,@3125Adrilu Se dicen feministas pero permiten que las utilicen la #OposicionMoralmenteDerrotada por eso #EllasNoMeRepresentan por actuar en contra del verdadero feminismo,2020-03-10 08:05:02,0,Uknown
667,1237377938288308227,"@AbulonEl #EllasNoMeRepresentan y no es #Feminismo,  son pagadas por la #OposicionMoralmenteDerrotada",2020-03-10 08:01:04,-1,Against
668,1237366144971018241,Me molesta la gente que opina sin informarse sobre temas de feminismo. La gente que lanza una opinion desinformada y va por ahí desinformado más gente. Me molesta la gente que usa el hashtag #EllasNoMeRepresentan sin saber que es lo que ellas representan.,2020-03-10 07:14:12,0,Uknown
669,1237237041898770433,@7EternalJoon @evilmonkey81 @Monica_DraHa @Mike_Oviedo Indigna que manchen con su violencia y vandalismo una lucha que lleva años. Solo hacen que tomen por burla el feminismo. #EllasNoMeRepresentan,2020-03-09 22:41:12,0,Uknown
670,1237182057987653633,"@VaquitaSentada @MD_HO_DrAaronFC Claro que no, ni el que Ustedes predican a estas mujeres que fueron dañadas, Tú feminismo es clasista y selectivo. #EllasNoMeRepresentan  https://t.co/3R3L0XDJCq",2020-03-09 19:02:43,0,Uknown
671,1237155480675520512,No entiendo porque creen algunas personas que el vandalismo efectuado por mujeres es feminismo... Alguien me puede explicar? #ellasNoMeRepresentan,2020-03-09 17:17:06,0,Uknown
672,1237121431118413831,"@sadari4 @Pau_Mttl nuestra lucha es de años,son tan vacias sus demandas, no tienes idea d la lucha historica del feminismo mexicano, ponte a estudiar para k no te engañen, la lucha no comenzó contigo ni con esas vandalas #EllasNoMeRepresentan",2020-03-09 15:01:48,0,Uknown
673,1237081949400977409,"""NO TE DEJES SEDUCIR POR EL FEMINISMO""   https://t.co/1gcvYL7Fms  #mujeresverdaderas #mujerinteligente #mujerquepiensa  #mujeresjustas #TodaVidaVale #ProVida #ProVerdad #MujerSabia #MujerLibreySana #SinOdioalosHombres #SinMascaras #AbortoNo #EllasNoMeRepresentan #AsiNo",2020-03-09 12:24:55,1,Favor
674,1237068889172987904,@anaaccris @Palmerin76 @gabyzombie @WingstopMexico A esto no le llamo feminismo.  #EllasNoMeRepresentan  https://t.co/CSHYJU8lUw,2020-03-09 11:33:01,0,Uknown
675,1236984547452923905,@MarthaTagle Creen que vandalizando todo algo va cambiar??? Si lo que cambio en mi es que son una verdadera vergüenza a esto le llaman feminismo cuando realmente parecen animales salvajes sin cerebro DESTRUYENDO PINTANDO Y AGREDIENDO QUE ASCO 🤮   #EllasNoMeRepresentan  #VandalismoNoEsFeminis,2020-03-09 05:57:52,0,Uknown
676,1236944088768921600,"O sea .gritan no violencia y prenden fuego a todo lo que se mueva y a lo qué no también?  Actrices fifis, a favor del feminismo pero las he visto en narcoseries dónde denigran a la mujer ? Coherencia por favor! #EllasNoMeRepresentan",2020-03-09 03:17:06,0,Uknown
677,1236918696842534912,"Abre tus ojos, no te dejes seducir por el feminismo terrorista, no les des poder político, es lo único que quieren de ti. #TodaVidaVale #ProVida #ProVerdad #MujerSabia #MujerLibreySana #SinOdioalosHombres #SinMascaras #AbortoNo #EllasNoMeRepresentan #AsiNo #FeninicidioesFalacia",2020-03-09 01:36:12,1,Favor
678,1236895774224650240,"Cosas que NO necesitamos en ésta vida: ✓feminismo moderno Oh... Cierto, las modas pasan de moda rápidamente, o eso espero. --Inserte aquí su cita histórica del feminismo-- #MarchaFeminista #8M2020 #LoVamosATirar #NiUnaMas #Feminazis #EllasNoMeRepresentan #VandalismoNoEsFeminismo",2020-03-09 00:05:07,1,Favor
679,1236891961048457216,@brujasdelmar Eso es feminismo???? Están operadas del cerebro El mundo vio una sociedad de mujeres enfermas y podrida  Son una verdadera vergüenza  PINCHES LOCAS #NoHablesEnMiNombre  #EllasNoMeRepresentan,2020-03-08 23:49:58,0,Uknown
680,1236889575232020483,"@MarisolRngl Recordemos el verdadero feminismo, no las radicales contratadas por políticos que destruyen todo ocultando su rostro y tomando como bandera del feminismo. #EllasNoMeRepresentan",2020-03-08 23:40:29,0,Uknown
