id,Tweet,Label_EI,Stance_EI,Label_EII,Stance_EII,NNAgainst,NNFavor,NNPred
1344400922181586957,RT USER: UN Human Rights Chief USER welcomes #Argentina Senate’s historic decision on abortion – after remarkable advocacy by feminist movement. Almost all deaths from #abortion occur in countries which severely restrict or criminalize it… URL,0,Uknown,0,Uknown,0.999435,0.0005649859,-1
1344400855336939522,Wow ! what a victory for women's right access to safe and legal #abortion is a URL,0,Uknown,0,Uknown,0.0075038914,0.99249613,1
1344400033085612032,The vote to legalize #abortion in #Argentina today marks the end of a long political battle. Get the backstory here in our episode from March: URL,0,Uknown,0,Uknown,0.9532222,0.04677781,-1
1344399176487022592, [ NEWS 30/12/20 ] __________ #news #argentina #senate #abortion #civilization #dirittodelladonna #victory #freedom #justice #right # __________ URL,0,Uknown,0,Uknown,0.9606546,0.039345425,-1
1344399123412348931,The Massachusetts state Legislature overrode a governor’s veto to make #abortion a right. Among the provisions: the Roe Act allows 16 and 17 year-olds to get abortions without parental consent. USER reports: URL,0,Uknown,0,Uknown,0.98886734,0.011132649,-1
1344398488017260544,"USER USER Nobody ""rejoices"" in getting an #abortion. They are rejoicing for putting the abortion decision where it belongs-a private decision between a woman &amp; her health practitioner.",0,Uknown,0,Uknown,0.16166763,0.8383323,1
1344397892803416064,this is so true I’m all ways URL,1,Favor,1,Favor,0.4698483,0.53015167,0
1344396661112643584,"In #Argentina: 'Safe, legal and free #abortion is now the #law' - Dec 30 USER 4:33 PM ET URL",0,Uknown,0,Uknown,0.9778191,0.022180915,-1
1344396361832280065,"USER USER Pray for the youngest human beings in #Argentina. They’re now legal to kill via #abortion, and by “excruciatingly painful”* means. * USER on use of lethal injections of potassium chloride in capital punishment.",0,Uknown,-1,Against,0.99815327,0.0018466724,-1
1344393681516822529,"#Argentina's Senate voted on Wednesday to legalize #abortion, a first for a big country in #LatinAmerica. URL",0,Uknown,0,Uknown,0.99968064,0.0003193299,-1
1344389426395361286,Well done amigos!,0,Uknown,0,Uknown,0.72353023,0.27646977,-1
1344388510883655696,.USER responds to the Argentinian approval of #abortion and what the health ministry accidentally admitted URL Argentina Says the Quiet Pro-Choice Part Out Loud. In the USER,0,Uknown,0,Uknown,0.7417844,0.25821567,-1
1344388089133854720,"We know the Biden Administration will rescind the #GlobalGagRule BUT that is only a small step. Since 1973 the Helms Amendment has prohibited US funds from going to #abortion services. The Amendment is, in effect, a BAN on abortion. URL",0,Uknown,0,Uknown,0.92990524,0.070094824,-1
1344387984871759872,#ProLife Buy your ARMS from #NRA It's not ok to end a life through #Abortion #BabyParts for sale The Government hates life,-1,Against,-1,Against,0.9973672,0.0026328485,-1
1344387785352998913,#Argentina Becomes Largest Latin American Country to Legalize #Abortion: URL,0,Uknown,0,Uknown,0.99977165,0.00022834202,-1
1344386946978762758,Fuck you to all the assholes againt #abortion. You mother fucker don't feed homeless people you don't adopt dint give to charity. So you have no right to tell how to run their life. #ProLife #Argentina USER #GOPBetrayedAmerica USER,-1,Against,-1,Against,0.9917795,0.008220518,-1
1344386518253789185,"Today they made history! #Abortion will be legalized in #Argentina up to the 14th week of pregnancy, and also will be legal after that time in cases of rape or danger to the mother’s life. That is a triumph of a #feminist movement that has strongly grown in recent years! URL",0,Uknown,0,Uknown,0.9951638,0.0048362077,-1
1344385253578854400,"My twin and I were very much alive during the D&amp;E dismemberment Abortion that successfully aborted my twin. Thankful for doctors who use science, medical technology and personal knowledge in their career to share the truth about the unborn with all of us. URL",-1,Against,-1,Against,0.89517814,0.10482184,-1
1344383799472365569,"UN Human Rights Chief USER welcomes #Argentina Senate’s historic decision on abortion – after remarkable advocacy by feminist movement. Almost all deaths from #abortion occur in countries which severely restrict or criminalize it, forcing women to turn to unsafe procedures.",0,Uknown,0,Uknown,0.99661654,0.0033834358,-1
1344383041481785349,• Thus Says The Lord Regarding Abortion URL URL,0,Uknown,-1,Against,0.97571135,0.024288718,-1
1344382693530873856,Argentina is the #first major country in #LatinAmericanto #legalise #Abortion after passing of the #bill by its #senate making a #landmark. URL,0,Uknown,0,Uknown,0.94347435,0.056525636,-1
1344380870992400384,"Alabama woman was raped when she was 17. She couldn't get an #abortion and was forced to give birth to her daughter, who lived in chronic pain and died just months later. URL",0,Uknown,0,Uknown,0.7677515,0.23224849,-1
1344380525448978434,"Unless the abortion decision came from a medical emergency, could it be that the lives women carried in their wombs were perceived as a threat just like the boys killed upon the orders of King Herod? Read more... URL",0,Uknown,0,Uknown,0.8619123,0.13808767,-1
1344379033870622720,"Lilianne Ploumen, Dutch Labour MP, 'Catholic' and decorated in Rome by USER Francis, is now on Twitter. One of her first tweets was enthusiastic support for the legalisation of #abortion in Argentina.",0,Uknown,0,Uknown,0.921596,0.078404,-1
1344378010867298304,"If there is no FUNDAMENTAL and INALIENABLE right to life, why should there be any rights? why should anyone respect the ""rights"" of others?",0,Uknown,0,Uknown,0.6576931,0.34230688,0
1344376644832792576,"""Today we are a better society."" #Argentina has become the largest Latin American country to legalize #abortion in a landmark decision for !",0,Uknown,0,Uknown,0.9990995,0.000900493,-1
1344376252141072384,"#Abortion in #Argentina: Safe, legal and free of charge URL URL",0,Uknown,0,Uknown,0.98214877,0.017851297,-1
1344375270552301571,(AP News) Indiana AG: No charges recommended in fetal remains case URL,0,Uknown,0,Uknown,0.9636666,0.03633335,-1
1344373239628312579,Some progress for all humanity in a world sliding backward URL,0,Uknown,0,Uknown,0.96892065,0.03107932,-1
1344373003719741441,"On #thisdayinsex, December 30, 1994, John Salvi went on a rampage, killing two and wounding five at two #abortion clinics in Massachusetts and Virginia. URL",0,Uknown,0,Uknown,0.9430883,0.056911744,-1
1344372785691430913,"USER Thanks to the support of International Planned Parenthood, the WHO, and other #Abortion driven organizations. URL",0,Uknown,0,Uknown,0.97092885,0.029071098,-1
1344372688576520192,#BarbaraKruger’s 'Your Body is a Battleground' poster appears in #Poland as protests flare up over #abortion ban. Graphic work was last shown in the country nearly 30 years ago when #WomensRights were also under attack: URL,0,Uknown,0,Uknown,0.034046117,0.9659539,1
1344371660942680065,'Accessing #abortion outside jurisdiction following legalisation of abortion in the Republic of #Ireland' by Sierou Bras &amp; colleagues in USER URL,0,Uknown,0,Uknown,0.568488,0.43151194,0
1344370955808866311,These women know exactly what they are doing. #Abortion is murder. The only victims are the babies in the womb. URL,0,Uknown,0,Uknown,0.9811612,0.018838821,-1
1344370803450679296,"There is a big difference between distinguishing views on abortion and celebrating the deaths of defenseless people. We are living in a world where death is not only legalized, it is even celebrated. We have reached that level. #Abortion 2020 URL",0,Uknown,0,Uknown,0.99734026,0.0026597043,-1
1344369341765046272,#TW: #rape #metoo #abortion #reproductivecoercion #stds #abuse The truth really does hurt. URL,0,Uknown,0,Uknown,0.67766833,0.32233173,0
1344369243005980673,'We Did It!': Eruption of Joy as #Argentina Senate Passes Bill to Legalize #Abortion - URL via USER,0,Uknown,0,Uknown,0.99560887,0.0043911543,-1
1344369097723633665,"Earlier today, #Argentina became the largest nation in Latin America to legalize #abortion. In 2018, USER urged governments to heed women's demands for reproductive justice and bodily autonomy. URL",0,Uknown,0,Uknown,0.9976672,0.0023328532,-1
1344367625795751938,"Want to help ensure that women in Scotland are able to access safe, effective, and accessible abortion care in 2021 - take part in the Consultation on Future Arrangements for Early Medical Abortion at Home URL",0,Uknown,1,Favor,0.081844345,0.91815567,1
1344365689675591685,"Most people feel like they can never get out from under the burden of a past #Abortion. But Christ comes, enters the room, URL up the heavy stone &amp;…throws it away. Don't suffer alone Rachel's Vineyard URL",0,Uknown,0,Uknown,0.86764896,0.13235107,-1
1344364166996496392,Argentinean Bishops release statement accusing the country's political leadership of being far away from the sentiment of the people #Abortion EsProvida URL URL,0,Uknown,0,Uknown,0.9815005,0.018499447,-1
1344361831448494080,Releasing a video I worked hard on this weekend about Abortion. This is a serious issue and I’m passionate about it.,-1,Against,-1,Against,0.9398079,0.060192116,-1
1344361369114718208,"1,272 so far today (637,068 this year)",0,Uknown,0,Uknown,0.9890704,0.010929625,-1
1344361002901639174,Chuffed about the news in Argentina.,0,Uknown,0,Uknown,0.6355761,0.36442387,0
1344360758319177736,"'Where there is a carcass the vultures will gather.' Today, pray for the women of ARGENTINA, like Ireland they allowed themselves to be brainwashed into believing the legalised murder your own child is ""womens empowerment"". URL",0,Uknown,-1,Against,0.90725493,0.09274501,-1
1344359797299183616,"#SCOTUS ---&gt; #Religion, #Abortion, #Guns And #Race. Just The Start Of A New Supreme Court Menu URL",0,Uknown,0,Uknown,0.88169163,0.11830835,-1
1344358599494025217,"Not only do they want more babies killed, the want you paying for it. URL",0,Uknown,0,Uknown,0.9136278,0.086372234,-1
1344358098010566656,Argentina has just passed a bill legalizing abortion up to 14 weeks -- and they have no idea the woundedness and devastation this decision will bring to their people and their country. URL,-1,Against,-1,Against,0.82742184,0.17257816,-1
1344357630295339013,"#Abortion harms mothers, kills unborn children, and alienates fathers. Support .",0,Uknown,0,Uknown,0.99993,6.999154e-05,-1
1344357028454686721,"USER The majority of the Assembly voted to reject #abortion yet you &amp; USER disrespected democracy &amp; VOTED WITH British Labour, tories, LibDems &amp; SNP to impose that on our people! Shameful and hypocritical from you.....",0,Uknown,0,Uknown,0.9445938,0.055406176,-1
1344356977653264396,"Congratulations to #Argentina's victory last night as #abortion at the subject's request is now legal,. They join a small list of countries in #LatinAmerica w/ similar law: #Cuba 1965, #Guyana '95, #Uruguay 2012 &amp; some states in #Mexico. VIDEO: Crowd outside Senate last night: URL",0,Uknown,0,Uknown,0.99054843,0.009451608,-1
1344356719497920513,"""We did it sisters. #Argentina's Senate voted on Wednesday to legalize #abortion, a first for a big country in #LatinAmerica and a triumph for women's rights campaigners achieved over the visceral objection of the #CatholicChurch."" URL",0,Uknown,0,Uknown,0.99782604,0.0021739854,-1
1344355012244361218,"#EsLey! Today, #Argentina legalised #abortion. Result of tireless fight of activists like USER, this finally means access to safe &amp; legal abortion! Why is this important Every year, 38000 (mostly poor) women were hospitalised for #clandestine abortion attempts. URL",0,Uknown,0,Uknown,0.9488636,0.0511364,-1
1344354432323104768,USER Humans vs animals the former rational soul but commits #abortion Rather watch latter URL,0,Uknown,0,Uknown,0.9574169,0.042583138,-1
1344353817790451713,"1,171 so far today (636,967 this year) - According to abortion proponents, one human has lower moral value than another. Can you think of other times when that argument was used?",0,Uknown,0,Uknown,0.96649665,0.033503365,-1
1344352898977837061,The banner is unfurled: #ShortRead by William Thorpe ~ The U.S. Constitution Is Silent On #Abortion Viz Health URL,0,Uknown,0,Uknown,0.57040024,0.42959982,0
1344351658441105408,A grassroots #feminist movement claims a victory in #Argentina as the Senate legalizes #abortion in a surprisingly resounding vote — making Argentina the first large country in #LatinAmerica to take that step. URL,0,Uknown,0,Uknown,0.99867517,0.0013247915,-1
1344351479013011459,[In a bid to renew tourism!] #Argentina to become largest country in Latin America to legalize elective URL,0,Uknown,0,Uknown,0.9874422,0.012557816,-1
1344349951313260544,#Argentina legalises #abortion in landmark moment for women's rights URL,0,Uknown,0,Uknown,0.9823612,0.017638827,-1
1344349779489398784,Argentinian women celebrate victory after long struggle sees abortion legalised URL,0,Uknown,-1,Against,0.7173893,0.2826107,-1
1344348600541868037,USER #American ClusterFuk! Y don't #Democrats address the #abortion BS?ALL Women struggle w that decision&amp;its time to let everyone know that #Republicans aren't the only 1's who want to reduce numbers!U would have more Christian votes&amp;we wouldn't need USER at all!Gang Of Perpetrators!,0,Uknown,-1,Against,0.91463983,0.08536018,-1
1344347743980908544,"Feminist mobilization + left presidents leading programmatic parties =&gt; winning formula for #abortion legalization in #LatinAmerica, per USER &amp; USER in our special issue of Social Politics on gender &amp; the Latin American left. URL",0,Uknown,0,Uknown,0.9575512,0.04244879,-1
1344347652490727427,Why hasn't Twitter marked this as sensitive? USER tweeted something on #abortion and it was tagged as sensitive!,0,Uknown,0,Uknown,0.9383115,0.061688475,-1
1344347205621059585,The #ProLife movement in #Argentina is mourning today over the passage of an #abortion bill in the country’s Senate. This comes 3 weeks after the lower house approved the legislation to legalize elective abortion up to 14 weeks. (1/4) URL URL,-1,Against,-1,Against,0.99906,0.00094006484,-1
1344346279430787072,We just hope other states take the opportunity to expand access to reproductive healthcare! URL URL,0,Uknown,1,Favor,0.0873434,0.91265655,1
1344345601970868224,"#Argentina has legalized #abortion during the first 14 weeks of pregnancy, despite strong Catholic opposition and polls showing deep divisions on the issue. URL URL",0,Uknown,0,Uknown,0.9993498,0.0006502226,-1
1344343699061420035,USER Liberalism has been exported to #Argentina so more babies can be murdered for the sake of convenience. #abortion is not a God given right. It kills another human being and not murdering is part of the main 10.,0,Uknown,0,Uknown,0.99984205,0.0001579514,-1
1344341531876937734,"If your ""right"" involves direct and intentional assault on another human's body, then it is no longer a right, it is OPPRESSION. #Abortion kills",0,Uknown,0,Uknown,0.9308284,0.06917158,-1
1344339751671889923,This is absolutely tragic. 47 years later and we are STILL trying to get rid of the injustice of #abortion in America. We lost 1/3 of my generation. Countless women have been harmed. Millions of babies killed. They have no idea what they’ve just brought down on their country.,0,Uknown,0,Uknown,0.92531735,0.07468264,-1
1344336103550181378,#Argentina to legalize URL,0,Uknown,0,Uknown,0.9970511,0.002948846,-1
1344334880700682241,#Argentina #Women #Health #Healthcare #Abortion --&gt; Bill legalizing abortion passed in pope's native Argentina URL via USER,0,Uknown,0,Uknown,0.9883366,0.0116633335,-1
1344334395168186368,#Abortion is killing. Killing is never legal. How can a mother agree to abandon her child? A soul is a gift from God. Who are we to reject it? Stop making life so cheap.,0,Uknown,0,Uknown,0.99731845,0.0026815583,-1
1344333713006465025,"#Women #Health #Healthcare #Abortion --&gt; Massachusetts Senate Overrides Veto, Passes Law Expanding Abortion Access URL",0,Uknown,0,Uknown,0.8201924,0.17980765,-1
1344333666856689665,Bill legalizing #abortion passed in pope's native URL via USER,0,Uknown,0,Uknown,0.77342045,0.22657956,-1
1344332771465035778,Reports from just five states reveal over 100 babies born alive during abortions in recent years URL,-1,Against,-1,Against,0.9896925,0.010307458,-1
1344332055371370496,#Abortion #WomenandGirls #MeTooMovement #EvangelicalMovement How Argentina Bucked Latin American Tradition and Made Abortion Legal - The New York Times URL,0,Uknown,0,Uknown,0.9737482,0.026251828,-1
1344331270319448065,"Truly the energy and inspiration we all need rn. Congrats, Argentina and to all the activists who helped make #abortion access a reality in Argentina",0,Uknown,0,Uknown,0.47323003,0.52677,0
1344330882958692355,Argentina became the 1st major LatAm country on Wed to legalize abortion so we took at look at 8 other abortion rights hotspots likely to come up in 2021 URL,0,Uknown,0,Uknown,0.49735588,0.5026441,0
1344330694902898688,'A historic day': Jubilation for pro-choice activists as #Argentina passes #abortion bill URL,0,Uknown,1,Favor,0.98096,0.019039977,-1
1344329904163319817,It was the moment for which many had been waiting for years… #Argentina on Wednesday became one of only a handful of Latin American countries to legalise #abortion when the country's senate voted to pass the historic bill after a 12-hour debate. URL,0,Uknown,0,Uknown,0.9926442,0.0073557706,-1
1344329050895036419,"Argentina’s Senate has passed a law legalizing #abortion, a victory for the women’s movement that has been fighting for the right for decades. It’s worth noting that #PopeFrancis is a native of #Argentina. Via ⁦USER⁩ URL",0,Uknown,0,Uknown,0.9900662,0.00993384,-1
1344327989824253953,"After losing her parents tragically and being rejected by the man she loves, Susan Buckley finally finds herself and God and happiness in this beautiful trilogy. Amazon: URL :Amazon URL",0,Uknown,0,Uknown,0.99768186,0.002318117,-1
1344327478484078593,"After hours of debate, the Senate of Argentina approved the bill of legal termination of pregnancy that allows free and legal access to abortion until the 14th week of gestation, according to CNN. URL",0,Uknown,0,Uknown,0.9634034,0.03659651,-1
1344327028087128064,"(AP News) Bill legalizing abortion passed in pope’s native Argentina URL #Abortion #AbortionControversy #Argentina #Bills #BuenosAires #BuenosAires,Argentina",0,Uknown,0,Uknown,0.99980026,0.00019975085,-1
1344326912215285764,USER USER Uneducated at its finest #Abortion is,0,Uknown,0,Uknown,0.9502601,0.04973996,-1
1344326774998634497," We pay respect to #Argentina's fantastic women's rights activists, who after working for many years were able to achieve a historic milestone, despite earlier setbacks. Safe #abortion and bodily autonomy are basic rights for all women. Congrats. URL",0,Uknown,0,Uknown,0.97169816,0.02830181,-1
1344324104313253888,USER Chilling; rejoicing at the ripping apart of unborn babies. What kind of world are we in? The most dangerous place to live is in your mother's womb. How wrong is that?,0,Uknown,0,Uknown,0.9812138,0.018786188,-1
1344323622484250625,"USER Hello, please find the unroll here: #BREAKING: Celebrations in the streets as #Argentina’s Senate approved a bill to legalize #abortion by 38-29 vote. In… URL Have a good day.",0,Uknown,0,Uknown,0.9962353,0.0037646769,-1
1344322155081818114,On the bright side #ABORTION IN #ARGENTINA HAS BEEN LEGALISED URL,0,Uknown,0,Uknown,0.8481989,0.1518011,-1
1344321908066672644,overjoyed for the women of argentina today!!!! URL,0,Uknown,0,Uknown,0.36981875,0.63018125,0
1344321130551783424,#Abortion becoming legal and more accessible worldwide. #TheGreatReset already underway. The #Vatican infiltrated with evil. The Beast is pleased.,0,Uknown,0,Uknown,0.9870385,0.012961488,-1
1344320960774729729,How can people celebrate the slaughter of innocent babies like this? I honestly don't understand it.,0,Uknown,0,Uknown,0.9984333,0.0015666574,-1
1344319289852129280,"#Abortion is legalized in #Argentina a day after the feast of the Holy Innocents. There are no coincidences, #satan is prowling around the world.",0,Uknown,0,Uknown,0.9999049,9.51713e-05,-1
1344318767669645312,Any practice that degrades one imagebearer of God to elevate another is not Christ-centered. #racism #abortion are two that come to mind...what are some others?,0,Uknown,0,Uknown,0.9356721,0.06432793,-1
1344317889617096704,"Her Body, Her Choice! Argentina Becomes Largest Country in Latin America to Legalise Abortion URL",0,Uknown,1,Favor,0.9491145,0.050885547,-1
1344316895613366281,"#Argentina's #Senate just voted to #legalize #abortion for #pregnancies up to 14 weeks Until now it was legal only for rape or threat to the mother, but there were many obstacles. Last year, an 11-year-old rape victim was forced to give birth after officials stalled her abortion URL",0,Uknown,0,Uknown,0.9587902,0.04120977,-1
1344316164994985984,"#Argentina on Wednesday became the largest nation in Latin America to legalize #abortion, a landmark vote in a conservative region, and a victory for a grassroots movement that turned years of rallies into political power. URL",0,Uknown,0,Uknown,0.9988452,0.0011547441,-1
1344316077837230081,#Argentina abortion: Activists celebrate Senate vote •Argentina’s Congress has voted to legalise #abortion up to the 14th week of pregnancy. URL,0,Uknown,0,Uknown,0.9845851,0.015414888,-1
1344314634250166273,#BREAKING: Celebrations in the streets as #Argentina’s Senate approved a bill to legalize #abortion by 38-29 vote.,0,Uknown,0,Uknown,0.9777851,0.022214951,-1
1344314194724855810,ARGENTINA SENATE passes Bill okaying #abortion. Huge crowds pitting pro-life and pro-choice activists milled around Parliament as MP voted. The Bill is now headed to the country's House of Lords. Kenyan law outlaws abortion except in exceptional cases USER USER URL,0,Uknown,0,Uknown,0.9901966,0.009803409,-1
1344313866042413057,"#SomeGoodNews Argentina, the Homeland of Pope Francis, Finally Legalizes URL via USER",0,Uknown,0,Uknown,0.96192294,0.03807701,-1
1344313699885064193,Abortion now legal in Argentina URL,-1,Against,-1,Against,0.8797249,0.120275065,-1
1344312933153722368,"Argentina's Senate voted early Wednesday to legalize elective abortion, marking a historic shift in the heavily Catholic country that is the homeland of Pope Francis. URL",0,Uknown,0,Uknown,0.98808515,0.011914876,-1
1344312752509222912,"Even when abortion is legal, many people must travel abroad to get the later #abortion care they need. Ibis examines how #COVID19 has compounded barriers to abortion—especially in countries w/ gestational age limits. URL URL",0,Uknown,0,Uknown,0.6878714,0.3121286,0
1344312608464146432,"Charlie Baker, the pro-choice Republican governor of Massachusetts, vetoed a bill that would legalize abortions up to birth... Source: URL URL",-1,Against,-1,Against,0.9970385,0.0029615557,-1
1344312508836958210,"Jesus, Mary, and Joseph, I love you very much. I beg you to spare the life of the unborn child that I have spiritually adopted who is in danger of .",-1,Against,-1,Against,0.924596,0.07540405,-1
1344312408643428353,"Your support brings gospel hope to thousands of abortion-minded individuals across North America. Prefer to send a check? Make it payable to ""Speak for the Unborn,"" place ""S4U"" in the memo line, &amp; mail it to us at 850 S. 4th St. Louisville, KY 40203. URL",-1,Against,-1,Against,0.94785655,0.052143425,-1
1344311868006027266,"""#Argentina on Wednesday became the largest nation in #LatinAmerica to legalize #abortion, a landmark vote in a conservative region &amp; a victory for a grass-roots movement that turned years of rallies into political power""; #feminism changes lives~! URL",0,Uknown,0,Uknown,0.99758685,0.0024131301,-1
1344308997537587201,"Finally some great news for women's sexual &amp; reproductive health &amp; rights #SRHR in 2020, as #abortion is legalized URL",0,Uknown,0,Uknown,0.5426322,0.4573678,0
1344308930575556609,USER Did you mean '14th Week' of pregnancy? Or has Argentina taken the #abortion episode of #SouthPark seriously,0,Uknown,0,Uknown,0.69725645,0.30274352,0
1344307247925616642,A fetus isn’t a baby. The most bullshit argument there is. Maybe the people that support abortion should have been aborted. See how they like it!,0,Uknown,0,Uknown,0.9513094,0.048690643,-1
1344306675369578498,Believe me when I say I do NOT care about upsetting anybody when sharing abortion being legalized. It's keeping women safe and given them choices and that is definitely something to celebrate.,1,Favor,1,Favor,0.010680846,0.98931915,1
1344306575142359041,"As per the news report in The Guardian, #Cuba legalised #abortion in 1965 while #Mexico City and the Mexican state of Oaxaca also allow terminations. (6/n) URL",0,Uknown,0,Uknown,0.9687297,0.031270333,-1
1344306564664967168,"On Wednesday, Argentina's senate approved its abortion bill, making the country the largest Latin American country to legalise #abortion. (2/n) URL",0,Uknown,0,Uknown,0.9680396,0.031960413,-1
1344306561624072193, THREAD: #Argentina legalises #abortion in a ground-breaking move #FIIDailyEdit (1/n) URL,0,Uknown,0,Uknown,0.99431485,0.005685142,-1
1344306074573275137,#Bill legalizing #abortion passed in #Pope #Francis native #Argentina - Dec 30 USER 10:34 AM ET URL,0,Uknown,0,Uknown,0.9980107,0.001989368,-1
1344305161024499712,"With sadness we learned #Argentina today legalized #abortion -an effort led by its socialist govt with support from international leftist groups. But, let’s b clear: majority of countries &amp; ppl in #LatinAmerica r #ProLife! We’ll continue to stand with them to protect the unborn.",-1,Against,-1,Against,0.9999598,4.0150666e-05,-1
1344304801962729472,A bit of perspective. Matthew 25:40 URL,0,Uknown,0,Uknown,0.93368447,0.066315524,-1
1344303388243226625,#Abortion Argentina legalized abortion,0,Uknown,0,Uknown,0.9945246,0.0054753833,-1
