id,Tweet,Date,Label_EIV,Stance_EIV
1346108214006444039,@rubengluengas Es necesario llevar al congreso y al debate la despenalización del Aborto. Dar luz verde  a una de las demandas de miles de mujeres. #Argentina nos ha mostrado el camino #AbortoLegalYa #abortolegalseguroygratuito #4T    https://t.co/Gl6PUCsMHM,2021-01-04 08:56:22,1,Favor
1346092367867224064,"Not to: #abortion #AbortoLegalYa  #AbortoLegal2020   Aborto é Feminicídio e Androcídio, pois mata uma Menina ou um Menino.  abortion is feminicide and androcide, because it murders a Girl or a Boy.  el aborto es feminicidio y androcidio, porque asesina a una Niña o un Niño.  Vita",2021-01-04 07:53:24,1,Favor
1346089593582583815,"No a: #AbortoLegal2020 #AbortoLegalYa  + Oremos por la Vida y contra la Masacre del Aborto. Quien aborta comete 2 asesinatos: el Niño indefenso que muere y la ""madre"" que mata su alma.  Que Dios bendiga a la persona que se arrepintió de los errores y hoy protege la vida. Amén.",2021-01-04 07:42:22,1,Favor
1346035597304066050,y ahí una de las razones por las que el aborto debe ser gratuito.  #AbortoLegalYa #AbortoLegal2020 #abortolegalseguroygratuito  https://t.co/j3ER0xWO8Y,2021-01-04 04:07:49,1,Favor
1346027582526001153,"A partir de este 1 de enero de 2021 en Corea del Sur es legal el aborto, después de que se aprobara la reforma a la ley por el Tribunal Constitucional, poniendo fin a la prohibición a la interrupción del embarazo. #SeraLey #AbortoLegalYa  https://t.co/wtr8q1hzAX",2021-01-04 03:35:58,1,Favor
1345931810019172359,💚💚💚💚💚💚💚💚💚💚💚💚💚 El aborto es un derecho humano. Y no debe ser sometido a consulta. 💚💚💚💚💚💚💚💚💚💚💚💚💚                  #AbortoLegalYa,2021-01-03 21:15:24,1,Favor
1345923723921154049,"Chinda Brandolino: ""El aborto desvaloriza al hombre  https://t.co/8gA5UGjsU3 vía @YouTube #Crimen #AbortoLegalYa #NoMatarás",2021-01-03 20:43:16,1,Favor
1345903865665871882,La aprobación del aborto en Argentina tiene sentido? #AbortoLegalYa #Argentina,2021-01-03 19:24:21,1,Favor
1345899945954598912,"#AbortoLegalYa ""💚Si tu postura en contra del ABORTO LIBRE Y GRATUITO es porque crees que las que abortan sólo son las niñas de colegio que “se van de calientes con sus novios” estás demasiado acostumbrad@ a tu burbuja de privilegios🤷🏼‍♀️ #hilo",2021-01-03 19:08:47,1,Favor
1345876142088183809,"Los pro-vida deberían decidir entre vasectomía obligatoria para todos los hombres o aborto legal y gratuito para todas las mujeres.... en el primero no ""muere"" nadie pero a los onvres les da miedo y no le gusta que les digan que hacer con su cuerpo #AbortoLegalYa #AbortoLegal2020",2021-01-03 17:34:12,1,Favor
1345870379718471689,@Michael31893817 @ethox14 @tatymarroco aborto legal no significa que lo hara cualquier persona eso solo en EEUU. y otros paises de Europa. #cuatrocausales #AbortoLegalYa Ironicamente se practican mas abortos en latinoamerica que en europa donde es legal.,2021-01-03 17:11:18,1,Favor
1345856773081735169,"en el 2020 Argentina logró el aborto legal, este 2021 sigue México #AbortoLegalYa",2021-01-03 16:17:14,1,Favor
1345853380233715713,"Bien que todos los días construimos la cuarta transformación “le pese a quien le pese”, pero con el tema del aborto “que no le pese a nadie”.  #AbortoLegalYa",2021-01-03 16:03:45,1,Favor
1345843077152468992,@JoseCardenas1 Voy a votar por el que apruebe la legalización del aborto ✌🏽 #AbortoLegalYa,2021-01-03 15:22:48,1,Favor
1345832814969823235,"Cuando estas a favor del ABORTO se te permite decir cualquier cosa violenta contra la mujer, cualquier cosa machista siempre y cuando seas un aliado defendiendo al feminismo.  #feminismo #AbortoLegalYa #ArgentinaEsProvida",2021-01-03 14:42:02,1,Favor
1345832691208478726,"""El aborto como necesidad humana"", en la @jornadaveracruz &gt;  https://t.co/y5EQbLsfcJ #Argentina #ArgentinaEsProvida #ArgentinaSinAborto #AbortoLegalYa #abortolegalseguroygratuito #Aborto #AbortoEsGenocidio #LatinoAmerica #México #Chile #chilenas",2021-01-03 14:41:32,1,Favor
1345823160394985474,"América Latina: las elevadas cifras de #aborto que la penalización no logra evitar. #ElSalvador, #Honduras y #Nicaragua son los países que más lo penalizan en su código penal:  https://t.co/Fbc5BQjbzY #AbortoLegal #AbortoLegal2020 #AbortoLegalYa #Salud #DDHH",2021-01-03 14:03:40,1,Favor
1345812957675089920,Sabias palabras de Reagan . #AbortoLegalYa #AbortoLegal #aborto #capitalismo #dinero #economia  https://t.co/fglZtMKklP,2021-01-03 13:23:07,1,Favor
1345792683768483840,la legalidad del aborto  no te absuelve de ser  la asesina de tu hijo... #AbortoLegalYa,2021-01-03 12:02:34,1,Favor
1345784462605508610,"@Miki_Trent El aborto tienen que ir acompañado de buenas politicas publicas , yo estoy a favor de gravar los condones y los anticonceptivos con un fuerte impuesto persuasivo para que las personas dejen de tener sexo y disminuir los embarazos y los abortos🤔🤨. #abortolegal #AbortoLegalYa",2021-01-03 11:29:54,1,Favor
1345783225608790018,"Y por eso le dicen el #CacasObrador porque siempre la caga y, en el tema del aborto no fue la excepción.   #4taTransformacion de mierda.  #AbortoLegalYa  #abortolegalseguroygratuito  #AbortoLegal2020  https://t.co/k2pDtwOmTI",2021-01-03 11:24:59,1,Favor
1345762982693888000,Una buena opinión del #Aborto #AbortoLegalYa #abortolegalseguroygratuito #abortoesgenocidio #Asesinato #ProVida  https://t.co/HhOBd93UmA,2021-01-03 10:04:32,1,Favor
1345760426127196161,"Desde el pasado 1 de enero, el aborto es legal en Corea del Sur después de que se aprobara la reforma de ley en abril de 2019  #quesubalamarea #AbortoLegalYa #abortolegalseguroygratuito #feminismointernacional",2021-01-03 09:54:23,1,Favor
1345705738983899136,El ABORTO ES LEGAL EN COREA DEL SUR 💚💪🏾 (desde el 1 de enero) La marea de expande 🌊🌊🌊🌊  #AbortoLegalYa  https://t.co/TdwfVsWKi5,2021-01-03 06:17:04,1,Favor
1345693200841912322,"""El Sistema"" está basado en el #sexismo, pues permite a la embarazada decidir todo por el padre (humano, hombre, macho humano) y por el hijo (humano, hombre o mujer, macho humano o hembra humana) #GenderCritical #provida #proindigenous #problack #aborto #AbortoLegalYa #NiUnaMenos",2021-01-03 05:27:15,1,Favor
1345595416511881216,"Entiendo que se espanten con el aborto, creen que las mujeres que lo elijan se tomarán el embarazo tan a la ligera, como muchísimos hombres la paternidad #SeraLey #AbortoLegalYa #AbortoLegalSeguroYGratuito #abortolegalessalud",2021-01-02 22:58:41,1,Favor
1345580152441491456,#ÚLTIMAHORA El 1 de Enero del 2021 quedó finalmente despenalizado el #aborto en #CoreadelSur por ser considerada una ley inconstitucional.  Sigamos pintando de verde. 💚🔥 #AbortoLegalYa,2021-01-02 21:58:02,1,Favor
1345563461527494657,"Conste que no lo digo yo, lo dice el mismísimo Morgan Freeman!!! 😉 #AbortoLegal2020 #AbortoLegalYa #AbortoLegalSeguroYGratuito #Aborto #AbortoLegal #Chile  https://t.co/RdME9UuGdj",2021-01-02 20:51:43,1,Favor
1345560464877625344,@petalodesal Tamara Steingard Corazón verde #AbortoLegalYa Corazón verde @TamaraSteingard #AbortoLegal2020 @vaninabiasi Ley 27.610 Corazón verde @CampAbortoLegal#AbortoLegalYa @CeliaAstargo Campaña Nacional por el Derecho al Aborto- CABA Corazón verde CampAbortoCABA,2021-01-02 20:39:48,1,Favor
1345560463321477126,aborto #AbortoLegalYa aborto legal No Al Aborto @DiNoAlAbortoo Aborto ya para la Argentina @Abortoolegalya PétaloDeSal Aborto Legal Corazón verde Persona feliz levantando una mano Bíceps flexionado Amamantar Corazón morado @petalodesal,2021-01-02 20:39:48,1,Favor
1345551797939818497,"Abortistas, miren esto.  #NoAlAborto #SiALaVida #aborto #vida #ProVida #ArgentinaSinAborto #BoliviaSinAborto #MexicoSinAborto #feminista #feminismo #Bolivia #Argentina #AbortoLegalYa #cuarentena #Maradona #Trump2021 #SeraLey #malditosasesinos  https://t.co/U49TYfuDeS",2021-01-02 20:05:22,0,Uknown
1345533494236237832,"He tomado esto del miro de un amigo, #AbortoLegalYa #AbortoLegal2020 #Aborto #Panama @flormizrachi @asambleapa @EdisonBroce @ActualizatePTY @Politica_PTY  https://t.co/qNgDl05Xb9",2021-01-02 18:52:38,1,Favor
1345528366024318978,Propongo que todas las que no quieran tener hijos se saquen la matriz y así dejen de embarazarse y de estar abortando.  #aborto #noalaborto #AbortoLegalYa,2021-01-02 18:32:15,0,Uknown
1345504186230861827,Bien la señora apoyando libre y legítimamente la idea del #AbortoLegal2020... aunque me gustaría saber que opinan sus hijos de este apoyo!!!! 🤣🤣🤣🤣 #Aborto #AbortoLegalYa #AbortoLegal #Chile  https://t.co/fnuChuose3,2021-01-02 16:56:10,1,Favor
1345484443528658944,Para todas aquellas que estan a favor del aborto se los dedico!!! #AbortoEsGenocidio.  #AbortoLegal2020 #AbortoLegalYa #abortonoesjusticiasocial @edufeiok  https://t.co/Rjmczg62IM,2021-01-02 15:37:43,1,Favor
1345480795042033665,"""La realidad de la clandestinidad del aborto que, históricamente, mutila y mata a las #mujeres comienza a revertirse. Esperamos casi 100 años para tener pleno derecho al acceso a la salud. Fue mucho.""  . #AbortoLegalYa   https://t.co/2Ph4BrNMGo",2021-01-02 15:23:14,1,Favor
1345463131166957568,"El aborto clandestino es un negocio y aunque quieran hacerse los ciegos las mujeres abortan estés de acuerdo o no Edison. Se exige una ley que garantice el aborto no para abortar más, sino para la que desee hacerlo no se muera, no sea violada o sea estafada. #AbortoLegalYA ✊🏽✊🏽✊🏽",2021-01-02 14:13:02,1,Favor
1345457746397822982,"#AbortoLegal2020 #Aborto #Argentina #NiUnaMenos La lucha por la legalización comenzó hace décadas, pero ganó fuerza solo cuando más mujeres se convirtieron en legisladoras y un esfuerzo masivo de base cambió la conversación:  https://t.co/9O6s5FsWBI #AbortoLegalYa #mareaverde 💚💜",2021-01-02 13:51:38,1,Favor
1345455991480086529,"Qué pasó en el Senado argentino para votar por el aborto legal? Aquí un recuento por @leticia_bonifaz  #AbortoLegalYa   Argentina, el debate que terminó en ley  https://t.co/uphoYcDbDv vía @El_Universal_Mx",2021-01-02 13:44:40,1,Favor
1345455907132612608,"#AbortoLegal2020 #AbortoLegalYA #AbortoLegal #Colombia  ¿Aborto legal? En nuestro movimiento velamos por los derechos de las mujeres y por eso queremos, avanzar en el tema. Propones luchar por un aborto legal y seguro para las Colombianas.  https://t.co/g5vC4lCtHL",2021-01-02 13:44:20,1,Favor
1345455153743343617,"Ahora que es legítimo el #AbortoLegalYa, deberían empezar a buscar regular la eutanasia y la eugenesia; castración y esterilización humana, son de los rasgos más importantes en una sociedad.  De hecho, más importantes que el aborto.  https://t.co/gEkhl8WhmQ",2021-01-02 13:41:20,1,Favor
1345447077560651778,"A propósito del aborto: Definición de VIDA desde el punto de vista de un importante biólogo argentino.   https://t.co/kliV3HGVtI Pd: impelable el intercambio con una diputada ""provida"" al final del video (de colección) #AbortoLegalYa #abortolibreyseguro #SiaLas2Vidas",2021-01-02 13:09:15,1,Favor
1345405136647168001,Doce películas sobre el #AbortoLegalYa - Esta lista hace eco a la reciente ley aprobada en Argentina que legaliza el aborto- Por Juan Pablo Russo-  https://t.co/6TKVj8Po47  https://t.co/NDVYdxj3qP,2021-01-02 10:22:35,1,Favor
1345400468009332740,#GT #guatemala #guatenoesprovida #guatemalanoespróvida #AbortoLegal #AbortoLegalYa #AbortoLegalSeguroYGratuito #AbortoLegal2020  Esto es lo que quieren los pro aborto.  https://t.co/eOs3UOc7Lg,2021-01-02 10:04:02,1,Favor
1345388616219058177,Aborto es un derecho no un debato #AbortoLegalYa (foto @amnistiaar )  https://t.co/2nkD69dqXc,2021-01-02 09:16:56,1,Favor
1345368312587423744,Nueva publicación en ‘TheHist’. Esta vez hablamos de la aprobación de la Ley del Aborto en Argentina. Podéis ver más en:  https://t.co/lMmKnxqdgF  Escrito y editado por:@paloma_rodiles   #EsLey  #AbortoLegal2020  #AbortoLegalYa  https://t.co/tHXCAZrkeN,2021-01-02 07:56:16,1,Favor
1345213810047639552,"Pregunta. Si eres un hombre machista y misógino que ve a la mujer como un objeto sexual con el que sólo desea follar y nada más ¿Con quién prefieres coger, una chica Provida o una Proaborto?  🤔 Necesito respuestas, cooperán? #AbortoLegalYa #ProVida #aborto #PreguntaSeria",2021-01-01 21:42:19,1,Favor
1345171575213985793,"1er aviso. sobre la consulta al aborto en México ... Sepan que, nuestro cuerpo no se somete a opinión ciudadana. 😡 #AbortoLegalYa  #mexicoesproaborto  https://t.co/oJ4xSFRtIa",2021-01-01 18:54:30,1,Favor
1345146219836932099,Discurso de la senadora argentina @gladys_gonzalez por el derecho de las mujeres. #Mujeres #Desigualdades Es un debate diferido ante la realidad de aborto ... Cuál es el aporte ? Cuál es la alternativa ? Estás o no de acuerdo con el #AbortoLegalYa  📹 ⬇️   https://t.co/S6uAc19ZX5,2021-01-01 17:13:45,1,Favor
1345122006619074560,Razones por las que el aborto debiera ser legal en todos los países #AbortoLegalSeguroYGratuito #AbortoLegalYa  https://t.co/d6rEivKJzW,2021-01-01 15:37:32,1,Favor
1345121749919277056,Este hilo sobre el aborto me puso a deconstruir hasta mi propia existencia como hombre #EsLey #AbortoLegalYa,2021-01-01 15:36:30,1,Favor
1345119113224613888,"He visto tanta publicación de mujeres  en contra del aborto que se aprobó ahora en Argentina, ojalá luego no publiquen que andan en Argentina de paseo con sus hijas, mi mente me hará viajar... 🤷‍♀️ #AbortoLegalYa  #AbortoLegalSeguroYGratuito",2021-01-01 15:26:02,1,Favor
1345118237621678081,Me entrevistaron en La República sobre la legalización del aborto en Argentina y el trabajo que hemos venido haciendo en la Colectiva por la Libre Información para las Mujeres.  Hay mucho por hacer. Hasta que no haya ninguna muerte por aborto clandestino ✊🏼💚🔥 #AbortoLegalYa,2021-01-01 15:22:33,1,Favor
1345099891723415552,"La discusión sobre el aborto se acaba si se amplía al contexto del embarazo no deseado y su origen, porque nadie se embaraza para abortar, nadie quiere abortar. Nadie debería tener que arriesgar su vida ni someterse a la clandestinidad por un  embarazo no deseado. #AbortoLegalYa",2021-01-01 14:09:39,1,Favor
1345050287271272449,"Es tibio AMLO con el tema del #AbortoLegalYa?   López Obrador sobre la legalización del aborto en México: ""Esto debe de consultarse y deben de decidir libremente las mujeres"" https://t.co/X3adxd0xBk  https://t.co/Va1RBb2Bvt",2021-01-01 10:52:32,1,Favor
1345034810155274242,@AngelicaLozanoC  #NoAlAborto #AbortoLegalYa Q en este nuevo año Dios la haga reflexionar sobre el aborto y su naturaleza. Arrebatar la vida y obligar a los médicos a practicar asesinatos legales no es la solución. Invertir en educación y oportunidades es lo q necesita el campo,2021-01-01 09:51:02,0,Uknown
1345007577147564033,Un fiscal federal habilitó tratar la inconstitucionalidad de la Ley de Aborto #Hoy #Ahora #AbortoLegalYa #AbortoLegal2020 #Actualidad   https://t.co/CCN5IPgRJI a través de @elpaisdiario,2021-01-01 08:02:50,1,Favor
1345006084185059329,“No cree conveniente” que los diputados presenten una iniciativa para despenalizar el aborto.  ¡En 2021!!!!! Cuando es un derecho a lo largo y ancho de decenas de países desde hace décadas!!!   Está despenalizado en la CDMX  ¿De qué habla????? #AbortoLegalYa,2021-01-01 07:56:54,1,Favor
1344999418748133378,"Finalmente la petisa pudo cumplir su sueño, en la madrugada del 1ro aborto a 3 con retroactivo. #petisa #AbortoLegalYa  https://t.co/D4MJqWXrux",2021-01-01 07:30:24,1,Favor
1344992343716470785,Quizás estás señoritas no sepan que cuando abortan están asesinando a esta criatura. #AbortoLegal2020 #AbortoLegalYa #Aborto #AbortoLegalSeguroYGratuito #Uruguay  https://t.co/QWZ8gspubo,2021-01-01 07:02:18,1,Favor
1344925584602898433,"Luchen por la legalización del aborto, me parece perfecto, pero recuerden que los hombres trans existen, y que ellos también pueden parir.   No se pongan la etiqueta ""trans-friendly"" de adorno, no sirve de nada.   #AbortoLegal #AbortoLegalYa 💚🏳️‍⚧️  https://t.co/eoYS7CzCK8",2021-01-01 02:37:01,1,Favor
1344869650664980481,@jumaro28 @larepublica_pe @MilagrosRCal Cree que Argentina es de primer mundo solo por legalizar el aborto jajaja #AbortoLegalYa  https://t.co/hCtXyTOeaH,2020-12-31 22:54:45,1,Favor
1344795895880179713,"@alanhzcarmona @lill_miau @guillote85nm @coreaymas @telediario_tve Por un momento creí que usted también razonaba y tenía respeto por la decisión de las mujeres. Las células sin desarrollarse NO SON UN BEBÉ, el aborto está permitido cuando esas células no tienen dolor en ninguna parte. #SeraLey #AbortoLegalYa",2020-12-31 18:01:41,1,Favor
1344788572533043203,"@pablimbig @pancho_osanchez @Comandante2077 @MnavarraNick @MamelaFialloFlo Aborto y herencia. Si eres esposa,sin hijos y tu marido muere, obtienes más parte de la herencia. Si no estás casada con el padre de tu hijo y tu hijo hereda del padre, si tu hijo muere sin hijos obtienes parte de la herencia de tu hijo #AbortoLegalYa #AbortoLegalSeguroYGratuito",2020-12-31 17:32:35,1,Favor
1344771388079542273,"En México debemos de ser ejemplo de legalizar el aborto libre y seguro. Así como también proveer educación sexual desde el nivel básico para concientizar de los riesgos que tiene un embarazo en temprana edad, así como dar asistencia a los niños sin un hogar #AbortoLegalYa",2020-12-31 16:24:18,1,Favor
1344769477750239233,"Les deseamos un feliz Año Nuevo lleno de rebeldía, resistencia y dignidad 💚  #AbortoLegalSeguroYGratuito #AbortoLegal #AbortoSinCondiciones #CausaJustaPorElAborto #AbortoLegalYa  https://t.co/VHEpFZ3g1K",2020-12-31 16:16:42,1,Favor
1344766569986060291,"@vampipe @lopezobrador_ Y lo peor. Cuando el mayor conservador es él y sus esbirros como Reptilio, que diga, Barbosa. Según muy muy, pero no quiere hablar del aborto legal. #AbortoLegalYa",2020-12-31 16:05:09,1,Favor
1344755534952607746,Con o sin tu aprobación existe el aborto. Y es mejor que sea legal y seguro a que sea clandestino. #SeraLey #abortolegalya,2020-12-31 15:21:18,1,Favor
1344745438725992455,"#Encuesta📊 Para el Gobierno de México, la decisión sobre el #AbortoLegal debería consultarse a la ciudadania. ¿Estás a favor de la legalización del aborto sin restricciones en #México? (2/2)  #AbortoLegalYa #AbortoLegalSeguroYGratuito #AbortoNoEsJusticiaSocial #MexicoEsProvida",2020-12-31 14:41:11,1,Favor
1344743976629383168,"Negar el acceso a un aborto legal y seguro pone en riesgo el derecho a la vida, el derecho a la salud, a la libertad, entre otros #AbortoLegalYA 🇲🇽  https://t.co/ZiVUK3xX3h  https://t.co/AeAJCh4MmY",2020-12-31 14:35:22,1,Favor
1344735621374500871,"'Ya nos toca' en México, dice hijo de AMLO sobre despenalización del aborto  Que así sea 💚 #AbortoLegalYa   https://t.co/4YOomIOV4J",2020-12-31 14:02:10,1,Favor
1344735263327662081,Estas son las vainas q uno dice... Y la mamá al lado... 🤦🏽‍♂️🤣 #AbortoLegalSeguroYGratuito #Aborto #AbortoLegal #AbortoLegal2020 #AbortoEsGenocidio #AbortoNoEsJusticiaSocial #abortoargentina #AbortoEsMuerte #AbortoLegalYa #abortolegalargentina #YouTubeDOWN #felizanonuevo2021 #lol  https://t.co/72IBaVhUDU,2020-12-31 14:00:45,1,Favor
1344719138405683208,"@SoyKarinaBarron como ves? Si ya estamos de ilegales presidiendo la Comisión de Igualdad, pues a sacarle tantita credibilidad a tu puesto ahí no? El aborto es un DERECHO que se debe GARANTIZAR. #AbortoLegalYa #AbortoLegalMéxico",2020-12-31 12:56:40,1,Favor
1344712517742964737,Ayer @PartidoMorenaMx celebraba el reconocimiento de la legalización del aborto en Argentina (obvio parecía una broma). Hoy se propone poner a consulta un derecho. 😡  Las feministas y defensoras de DDHH les recordamos que ¡LOS DERECHOS NO SE CONSULTAN!   #AbortoLegalYa,2020-12-31 12:30:22,1,Favor
1344704447176454146,"No hay más que agregar,  sólo un hijo del diablo puede celebrar la muerte!! #ArgentinaEsProvida #CMHNTM @rlopezaliaga1 #Aborto #SalvemosLas2Vidas #PeruEsProVida #AbortoLegal2020 #AbortoLegalYa  https://t.co/akfhHatpb3",2020-12-31 11:58:18,1,Favor
1344696316409090052,Sr presidente: 1. Los derechos no se consultan.  2. No se consulta tampoco la obligación del Estado para atender asuntos de salud pública como el aborto. (3a causa d muerte materna en México).  3. Deje que el Congreso haga lo que toca y no emita opiniones necias. #AbortoLegalYa,2020-12-31 11:25:59,1,Favor
1344695064229011458,"Si @lopezobrador_ dice que “el pueblo” decide, debe reconocerse a cada mujer el derecho a decidir si continúa o no con un embarazo, cuándo quiere o no ser madre, decidir sobre su cuerpo, y para eso se debe despenalizar el aborto, no imponer la visión de los demás #AbortoLegalYa",2020-12-31 11:21:01,1,Favor
1344693611062030336,Alguien se puso a pensar con impacta esto en los pobres fabricantes de condones y anticonceptivos? #Adios2020 #FelizAnoNuevo #Aborto #AbortoLegal #AbortoLegal2020 #AbortoLegalSeguroYGratuito #AbortoLegalYa,2020-12-31 11:15:14,1,Favor
1344692669612781568,"Para ser un hombre por aborto, es requisito ser fumon ??? #AbortoLegalYa",2020-12-31 11:11:30,1,Favor
1344692395452076033,No solo el aborto es malo amiguitos🤷‍♀️ #DateCuenta  #AbortoLegalYa #AbortoTerapéuticoLegalYa  https://t.co/CYvx69Fpmq,2020-12-31 11:10:24,1,Favor
1344692260059947010,¿Y en Colombia el aborto legal para cuándo? #AbortoLegalSeguroYGratuito #AbortoLegal #AbortoLegalYa,2020-12-31 11:09:52,1,Favor
1344685110789087242,"Oiga señor Presidente @lopezobrador_ nuestros derechos humanos no se plebiscitan, se otorgan. Y le recordamos que el aborto fue de sus promesas de campaña, cuantas más muejres deben morir en abortos clandestinos para que entienda.  #AbortoLegalYa",2020-12-31 10:41:28,1,Favor
1344682507438940160,"Me encanta q todos los q están en contra del aborto, quisieran q hubieran abortado a los que estamos a favor de la legalización  No se preocupen, solo imagínense que esos bebés van a ser pro aborto, y que descanse en paz su conciencia #AbortoLegalYa",2020-12-31 10:31:07,1,Favor
1344673855672111104,"""EL ABORTO SIEMPRE EXISTIÓ EN ARGENTINA, PERO SALIÓ DEL ARMARIO "". Qué poderosa frase! Esa es la realidad del mundo, negarla es una tontería. #AbortoLegalYa",2020-12-31 09:56:44,1,Favor
1344673659911335938,"Votaron a favor de la ley 26 senadores peronistas, 10 de Juntos por el Cambio y 2 provinciales. Para la muerte no hay grieta.  #AbortoLegalSeguroYGratuito  #SalvemosLas2Vidas  #Aborto  #AbortoEsGenocidio  #AbortoLegalYa  #AbortoNoEsJusticiaSocial",2020-12-31 09:55:58,1,Favor
1344664894541623303,Mejor razón o mejor razón para seguir apoyando el aborto 😂 Aguante La Petisa 💚💪🏼 es una de las nuestras #AbortoLegalYa,2020-12-31 09:21:08,1,Favor
1344662661397700609,"La gente que está en contra del aborto , pues no aborte , no puede decidir por las demás . #AbortoLegalYa",2020-12-31 09:12:15,1,Favor
1344662529759436801,@LAURAZAPATAM Me CAIAS bien ... #AbortoLegal2020 #AbortoLegalYa #AbortoLegalSeguroYGratuito #aborto #Mexico,2020-12-31 09:11:44,1,Favor
1344654703259488259,"@jenarovillamil @lopezobrador_ Apoyo a @lopezobrador_   ... pero en relación al aborto, tauromaquia, circos con animales, es ultraconservador,  #Mañanera #AbortoLegalYA #TauromaquiaEsViolencia #CircosSinAnimales",2020-12-31 08:40:38,1,Favor
1344652231312867329,"Apoyo a @lopezobrador_   ... pero en relación al aborto, tauromaquia, circos con animales, es ultraconservador,  #Mañanera #AbortoLegalYA #TauromaquiaEsViolencia",2020-12-31 08:30:49,1,Favor
1344649618827710467,No te molesta el aborto: te molesta que va contra tus dogmas arcaicos. No te indigna la vida del feto: te indigna que otros no puedan asumir lo que tú sí asumiste desde tus privilegios.  No te irrita la libertad sexual: te irrita quienes luchan por ella. #SeráLey #AbortoLegalYa,2020-12-31 08:20:26,1,Favor
1344644478913499136,"#AbortoLegalYa    #Puebla | Cobrarán feministas en urnas dilación legislativa para despenalizar #aborto, advierte @CCoatlicueP5     Urbano | Noticias México  https://t.co/nyxqWAJJaZ",2020-12-31 08:00:00,1,Favor
1344641734702075906,Tremendos berrinches está haciendo @CarlosLealMx por la legalización del aborto en Argentina 😂😂😂 aunque lxs fachxs lloren #SeraLey #AbortoLegalYa  https://t.co/XgqdDX880T,2020-12-31 07:49:06,1,Favor
1344640652299169794,"#31dic mi apoyo a las mujeres, estoy a favor del aborto legal...  #AbortoLegalSeguroYGratuito #AbortoLegal  #AbortoLegalYa  #AbortoLegal2020  #AbortoLegalEsVida",2020-12-31 07:44:48,1,Favor
1344621018451566594,Es Ley: el día que Argentina legalizó el aborto y se convirtió en un país más justo 💚  Mira el Video👉  https://t.co/PUPQ3yb5KI  #Argentina #AbortoLegal #abortion  #AbortoLegal2020 #EsLey #FueLey #EsLey2020  #AbortoLegalYa  #AbortoLegalSeguroYGratuito #Ahora #Feliz2021  https://t.co/1KKfnzsuxZ,2020-12-31 06:26:47,1,Favor
